1774263490.104895; Key.shift_r; keydown
1774263490.2542703; W; keydown
1774263490.3278975; Key.shift_r; keyup
1774263490.3501077; w; keyup
1774263490.4923313; Key.space; keydown
1774263490.5739398; Key.space; keyup
1774263491.2962828; Key.shift_r; keydown
1774263491.388252; S; keydown
1774263491.4679527; S; keyup
1774263491.4699395; Key.shift_r; keyup
1774263491.5823011; z; keydown
1774263491.677973; z; keyup
1774263491.7745707; c; keydown
1774263491.8318133; c; keyup
1774263491.9427404; z; keydown
1774263492.0100205; z; keyup
1774263492.116537; e; keydown
1774263492.158001; e; keyup
1774263492.6705813; b; keydown
1774263492.73642; b; keyup
1774263492.7381287; r; keydown
1774263492.8001513; r; keyup
1774263492.9141703; z; keydown
1774263493.0082512; z; keyup
1774263493.1146362; e; keydown
1774263493.1782413; e; keyup
1774263493.3522387; s; keydown
1774263493.4179423; s; keyup
1774263493.4984086; z; keydown
1774263493.5781965; z; keyup
1774263493.5801704; y; keydown
1774263493.6501794; y; keyup
1774263493.765029; n; keydown
1774263493.7678123; n; keyup
1774263493.8644176; n; keydown
1774263493.8661048; i; keydown
1774263493.9361055; n; keyup
1774263493.9820385; i; keyup
1774263494.0082443; e; keydown
1774263494.076283; e; keyup
1774263495.493073; Key.backspace; keydown
1774263495.552175; Key.backspace; keyup
1774263495.6265967; Key.backspace; keydown
1774263495.6919694; Key.backspace; keyup
1774263495.7523656; Key.backspace; keydown
1774263495.8461952; Key.backspace; keyup
1774263496.2723768; i; keydown
1774263496.3363335; e; keydown
1774263496.350016; i; keyup
1774263496.406242; Key.space; keydown
1774263496.4282098; e; keyup
1774263496.4980974; Key.space; keyup
1774263496.9607122; c; keydown
1774263497.042378; c; keyup
1774263497.2183285; h; keydown
1774263497.288051; h; keyup
1774263498.1889937; r; keydown
1774263498.2561755; r; keyup
1774263498.3965783; z; keydown
1774263498.486155; z; keyup
1774263499.218319; Key.alt_r; keydown
1774263499.3305774; a; keydown
1774263499.4060988; a; keyup
1774263499.4260395; Key.alt_r; keyup
1774263500.0572963; s; keydown
1774263500.1280966; s; keyup
1774263500.2205; z; keydown
1774263500.298172; z; keyup
1774263500.4146733; c; keydown
1774263500.4740727; c; keyup
1774263500.576413; z; keydown
1774263500.6541977; z; keyup
1774263500.9384606; Key.space; keydown
1774263501.0221412; Key.space; keyup
1774263501.2163672; b; keydown
1774263501.270164; b; keyup
1774263501.2963545; r; keydown
1774263501.3682802; r; keyup
1774263501.4743588; s; keydown
1774263501.4800208; s; keyup
1774263501.5503383; z; keydown
1774263501.5580196; z; keyup
1774263501.5785072; m; keydown
1774263501.7164176; i; keydown
1774263501.740215; m; keyup
1774263501.8185246; i; keyup
1774263502.1885722; Key.backspace; keydown
1774263502.2520804; Key.backspace; keyup
1774263502.3243377; Key.backspace; keydown
1774263502.3921728; Key.backspace; keyup
1774263502.878465; Key.backspace; keydown
1774263502.9803164; Key.backspace; keyup
1774263503.372361; Key.backspace; keydown
1774263503.4561458; Key.backspace; keyup
1774263503.8124287; z; keydown
1774263503.874162; z; keyup
1774263504.4104981; m; keydown
1774263504.498426; i; keydown
1774263504.5301163; m; keyup
1774263504.6166096; i; keyup
1774263504.6223238; Key.space; keydown
1774263504.714551; Key.space; keyup
1774263505.166508; w; keydown
1774263505.222519; w; keyup
1774263505.2625804; Key.space; keydown
1774263505.3441334; Key.space; keyup
1774263506.3544605; t; keydown
1774263506.428254; t; keyup
1774263506.5184486; r; keydown
1774263506.5962386; r; keyup
1774263506.736665; z; keydown
1774263506.8203769; z; keyup
1774263507.1683476; c; keydown
1774263507.2560809; c; keyup
1774263507.2703288; i; keydown
1774263507.3824785; i; keyup
1774263507.486752; n; keydown
1774263507.5684822; i; keydown
1774263507.6245854; e; keydown
1774263507.638229; n; keyup
1774263507.6803923; i; keyup
1774263507.6840951; e; keyup
1774263508.260384; .; keydown
1774263508.352226; .; keyup
1774263509.0105205; Key.enter; keydown
1774263509.0802767; Key.enter; keyup
1774263509.7925477; Key.shift_r; keydown
1774263509.9264646; B; keydown
1774263509.9962263; B; keyup
1774263510.0162685; Key.shift_r; keyup
1774263510.1306183; i; keydown
1774263510.2042997; i; keyup
1774263510.2824872; o; keydown
1774263510.342551; o; keyup
1774263510.422512; m; keydown
1774263510.488587; e; keydown
1774263510.5202055; m; keyup
1774263510.5523198; e; keyup
1774263510.7105339; t; keydown
1774263510.7664073; t; keyup
1774263510.848856; r; keydown
1774263510.9266932; r; keyup
