1774263415.284867; Key.shift_r; keydown
1774263415.409115; W; keydown
1774263415.4730723; Key.shift_r; keyup
1774263415.482729; w; keyup
1774263415.609078; Key.space; keydown
1774263415.6888144; Key.space; keyup
1774263416.0532875; Key.shift_r; keydown
1774263416.1530697; S; keydown
1774263416.2168653; S; keyup
1774263416.2187114; Key.shift_r; keyup
1774263416.5111346; z; keydown
1774263416.594962; z; keyup
1774263416.7231073; c; keydown
1774263416.7908905; c; keyup
1774263416.8990803; z; keydown
1774263416.9768765; z; keyup
1774263417.149212; e; keydown
1774263417.2193065; e; keyup
1774263417.8112173; b; keydown
1774263417.874858; b; keyup
1774263417.8849406; r; keydown
1774263417.9588008; r; keyup
1774263418.0752528; z; keydown
1774263418.1687717; z; keyup
1774263418.2470517; e; keydown
1774263418.3069413; e; keyup
1774263418.9714062; s; keydown
1774263419.0589845; s; keyup
1774263419.1611912; z; keydown
1774263419.2708774; z; keyup
1774263419.7152412; y; keydown
1774263419.7911174; y; keyup
1774263419.917103; n; keydown
1774263419.986797; i; keydown
1774263420.0508752; n; keyup
1774263420.067176; e; keydown
1774263420.0768983; i; keyup
1774263420.1369789; e; keyup
1774263420.4411523; Key.space; keydown
1774263420.51103; Key.space; keyup
1774263420.9493508; c; keydown
1774263421.031092; c; keyup
1774263421.0853465; h; keydown
1774263421.1509712; h; keyup
1774263421.8941617; r; keydown
1774263421.9770188; r; keyup
1774263422.1572082; z; keydown
1774263422.2451043; z; keyup
1774263422.6674752; Key.alt_r; keydown
1774263422.7412767; a; keydown
1774263422.8210251; Key.alt_r; keyup
1774263422.828841; a; keyup
1774263422.9592388; Key.alt_r; keydown
1774263423.0853684; s; keydown
1774263423.1869671; s; keyup
1774263423.2630432; z; keydown
1774263423.3673718; z; keyup
1774263423.4592876; c; keydown
1774263423.525343; c; keyup
1774263423.6099231; z; keydown
1774263423.691119; z; keyup
1774263423.8269954; Key.alt_r; keyup
1774263423.9311898; Key.backspace; keydown
1774263424.0128667; Key.backspace; keyup
1774263424.083104; Key.backspace; keydown
1774263424.138953; Key.backspace; keyup
1774263424.2072215; Key.backspace; keydown
1774263424.2710004; Key.backspace; keyup
1774263424.3252218; Key.backspace; keydown
1774263424.4130802; Key.backspace; keyup
1774263424.4412606; s; keydown
1774263424.5230796; s; keyup
1774263424.5871854; z; keydown
1774263424.687005; z; keyup
1774263424.7971919; c; keydown
1774263424.8569758; c; keyup
1774263424.941194; z; keydown
1774263425.0249748; z; keyup
1774263425.1152375; Key.space; keydown
1774263425.1729674; Key.space; keyup
1774263425.6555793; b; keydown
1774263425.747002; b; keyup
1774263425.791142; r; keydown
1774263425.8550336; r; keyup
1774263425.969354; z; keydown
1774263426.0814073; z; keyup
1774263426.2113793; i; keydown
1774263426.2373686; m; keydown
1774263426.3090355; i; keyup
1774263426.3229265; m; keyup
1774263426.759209; Key.backspace; keydown
1774263426.8430345; Key.backspace; keyup
1774263426.9093413; Key.backspace; keydown
1774263427.003019; Key.backspace; keyup
1774263427.3992813; m; keydown
1774263427.5413833; i; keydown
1774263427.5568893; m; keyup
1774263427.629091; i; keyup
1774263427.649133; Key.space; keydown
1774263427.7249308; Key.space; keyup
1774263427.8911319; w; keydown
1774263427.9951706; w; keyup
1774263428.029288; Key.space; keydown
1774263428.1030598; Key.space; keyup
1774263428.477213; t; keydown
1774263428.5371158; t; keyup
1774263428.631196; r; keydown
1774263428.6911368; r; keyup
1774263428.8533847; z; keydown
1774263428.8950915; z; keyup
1774263429.9732265; c; keydown
1774263430.0453753; c; keyup
1774263430.0872848; i; keydown
1774263430.1611211; i; keyup
1774263430.4473526; n; keydown
1774263430.5434966; i; keydown
1774263430.5891504; n; keyup
1774263430.5913057; e; keydown
1774263430.6310756; i; keyup
1774263430.6510665; e; keyup
1774263431.161267; .; keydown
1774263431.1997461; .; keyup
1774263431.352017; Key.enter; keydown
1774263431.4111176; Key.enter; keyup
1774263432.3451412; Key.shift_r; keydown
1774263432.471277; B; keydown
1774263432.5210772; Key.shift_r; keyup
1774263432.527056; b; keyup
1774263432.6533933; i; keydown
1774263432.701196; i; keyup
1774263433.2433093; o; keydown
1774263433.3211627; o; keyup
1774263433.449415; m; keydown
1774263433.5153592; e; keydown
1774263433.549113; m; keyup
1774263433.5818496; e; keyup
1774263434.0074742; t; keydown
1774263434.0771568; t; keyup
1774263434.1673827; r; keydown
1774263434.2272394; r; keyup
1774263434.3095024; i; keydown
1774263434.3792434; i; keyup
1774263434.3873239; a; keydown
1774263434.449322; a; keyup
1774263434.7654731; Key.space; keydown
1774263434.837146; Key.space; keyup
1774263435.6032155; b; keydown
1774263435.6771066; b; keyup
1774263435.679267; e; keydown
1774263435.7431495; e; keyup
1774263435.911529; h; keydown
1774263435.9591641; h; keyup
1774263436.0595083; a; keydown
1774263436.1190538; a; keyup
1774263437.563457; w; keydown
1774263437.6431944; w; keyup
1774263438.3734136; i; keydown
1774263438.435267; i; keyup
1774263438.519404; o; keydown
1774263438.6032093; o; keyup
1774263439.2892883; r; keydown
1774263439.3632858; r; keyup
1774263439.4934797; a; keydown
1774263439.567377; a; keyup
1774263439.7974026; l; keydown
1774263439.8914626; l; keyup
1774263440.1018813; n; keydown
1774263440.18528; n; keyup
1774263440.205516; a; keydown
1774263440.2692103; a; keyup
1774263440.6138453; Key.space; keydown
1774263440.6896546; Key.space; keyup
1774263440.959506; j; keydown
1774263441.0411298; j; keyup
1774263441.047387; e; keydown
1774263441.1132808; e; keyup
1774263441.1976297; s; keydown
1774263441.2774127; s; keyup
1774263441.4136891; t; keydown
1774263441.4735248; t; keyup
1774263441.4935052; Key.space; keydown
1774263441.5574665; Key.space; keyup
1774263442.1275067; b; keydown
1774263442.1913056; b; keyup
1774263442.339969; a; keydown
1774263442.4058778; a; keyup
1774263442.566039; r; keydown
1774263442.6310995; r; keyup
1774263442.7302394; d; keydown
1774263442.7913074; d; keyup
1774263442.903548; z; keydown
1774263442.9712648; z; keyup
1774263443.015739; o; keydown
1774263443.0735652; o; keyup
1774263443.2516167; Key.space; keydown
1774263443.3033142; Key.space; keyup
1774263443.625461; c; keydown
1774263443.6952748; c; keyup
1774263443.7263675; i; keydown
1774263443.7973006; i; keyup
1774263443.8138018; e; keydown
1774263443.8814218; e; keyup
1774263443.9235108; k; keydown
1774263443.9964252; a; keydown
1774263443.999109; k; keyup
1774263444.0754755; a; keyup
1774263444.1755006; w; keydown
1774263444.241256; w; keyup
1774263444.297355; a; keydown
1774263444.4012334; a; keyup
1774263444.9397917; .; keydown
1774263445.0112405; .; keyup
1774263445.6595588; Key.enter; keydown
1774263445.7154775; Key.enter; keyup
1774263447.2018437; Key.shift_r; keydown
1774263447.4815395; P; keydown
1774263447.6573553; P; keyup
1774263447.6632318; Key.shift_r; keyup
1774263447.805578; Key.alt_r; keydown
1774263447.9535754; o; keydown
1774263448.041341; Key.alt_r; keyup
1774263448.083273; o; keyup
1774263449.165434; Key.alt_r; keydown
1774263449.3836422; x; keydown
1774263449.4393835; x; keyup
1774263449.471518; Key.alt_r; keyup
1774263449.8335752; n; keydown
1774263449.9054472; i; keydown
1774263449.9396234; e; keydown
1774263449.957261; n; keyup
1774263449.9973345; e; keyup
1774263450.0012596; i; keyup
1774263450.1135387; j; keydown
1774263450.1873646; j; keyup
1774263450.2595687; Key.space; keydown
1774263450.3073604; Key.space; keyup
1774263450.771604; w; keydown
1774263450.829377; w; keyup
1774263450.9315655; Key.alt_r; keydown
1774263451.0794666; Key.alt_r; keyup
1774263451.167811; Key.alt_r; keydown
1774263451.419461; Key.alt_r; keyup
1774263451.7696562; Key.alt_r; keydown
1774263451.883547; l; keydown
1774263451.9635367; Key.alt_r; keyup
1774263452.0056715; l; keyup
1774263452.1278746; Key.alt_r; keydown
1774263452.2398434; a; keydown
1774263452.3174274; a; keyup
1774263452.3192437; Key.alt_r; keyup
1774263452.463607; c; keydown
1774263452.5236044; c; keyup
1774263452.6344538; z; keydown
1774263452.7235627; z; keyup
1774263452.7678487; Key.space; keydown
1774263452.826176; Key.space; keyup
1774263453.1299434; t; keydown
1774263453.1894195; t; keyup
1774263453.207628; Key.alt_r; keydown
1774263453.3664768; e; keydown
1774263453.4273982; e; keyup
1774263453.4554398; Key.alt_r; keyup
1774263453.7441697; Key.space; keydown
1774263453.8281615; Key.space; keyup
1774263454.043682; s; keydown
1774263454.1234303; s; keyup
1774263454.1434445; i; keydown
1774263454.201999; i; keyup
1774263454.311782; Key.alt_r; keydown
1774263454.3957736; e; keydown
1774263454.44934; e; keyup
1774263454.5294497; Key.alt_r; keyup
1774263454.605512; c; keydown
1774263454.6594152; c; keyup
1774263455.045678; Key.backspace; keydown
1774263455.1097004; Key.backspace; keyup
1774263455.1963985; Key.backspace; keydown
1774263455.279457; Key.backspace; keyup
1774263455.9979866; e; keydown
1774263456.061415; e; keyup
1774263456.1177702; Key.alt_r; keydown
1774263456.2416537; c; keydown
1774263456.3174887; c; keyup
1774263456.3192914; Key.alt_r; keyup
1774263457.056188; ,; keydown
1774263457.129504; ,; keyup
1774263457.135588; Key.space; keydown
1774263457.2074816; Key.space; keyup
1774263457.347927; p; keydown
1774263457.4334676; p; keyup
1774263457.4355953; r; keydown
1774263457.4996295; r; keyup
1774263457.631745; z; keydown
1774263457.7076101; z; keyup
1774263457.8258424; e; keydown
1774263457.88947; e; keyup
1774263457.9180562; m; keydown
1774263457.9961734; m; keyup
1774263458.1558466; y; keydown
1774263458.2139568; y; keyup
1774263458.5717828; s; keydown
1774263458.6355677; s; keyup
1774263459.1716685; Key.backspace; keydown
1774263459.2694263; Key.backspace; keyup
1774263459.2954903; Key.alt_r; keydown
1774263459.4277313; s; keydown
1774263459.491511; Key.alt_r; keyup
1774263459.4973714; s; keyup
1774263459.53566; l; keydown
1774263459.6462028; l; keyup
1774263460.0864618; Key.space; keydown
1774263460.1057189; e; keydown
1774263460.1155493; e; keyup
1774263460.1615155; Key.space; keyup
1774263460.3437507; Key.backspace; keydown
1774263460.4096823; Key.backspace; keyup
1774263460.5536766; Key.space; keydown
1774263460.6297743; Key.space; keyup
1774263460.8243163; b; keydown
1774263460.8958309; b; keyup
1774263460.9737778; Key.alt_r; keydown
1774263461.0078416; l; keydown
1774263461.0975792; Key.alt_r; keyup
1774263461.1053412; l; keyup
1774263461.1641648; Key.alt_r; keydown
1774263461.2699957; a; keydown
1774263461.3314598; a; keyup
1774263461.33336; Key.alt_r; keyup
1774263461.4420605; Key.backspace; keydown
1774263461.49949; Key.backspace; keyup
1774263461.577927; Key.backspace; keydown
1774263461.6336303; Key.backspace; keyup
1774263461.694058; Key.backspace; keydown
1774263461.7597082; Key.backspace; keyup
1774263461.8177495; Key.backspace; keydown
1774263461.895653; Key.backspace; keyup
1774263462.1698012; Key.alt_r; keydown
1774263462.4216456; Key.alt_r; keyup
1774263462.5180635; b; keydown
1774263462.5898337; b; keyup
1774263462.9580538; Key.alt_r; keydown
1774263463.0237582; l; keydown
1774263463.1180778; Key.alt_r; keyup
1774263463.137428; l; keyup
1774263463.1396306; a; keydown
1774263463.21148; a; keyup
1774263463.76779; Key.backspace; keydown
1774263463.871523; Key.backspace; keyup
1774263463.9457407; Key.alt_r; keydown
1774263464.041554; a; keydown
1774263464.111524; a; keyup
1774263464.1374946; Key.alt_r; keyup
1774263464.2958517; d; keydown
1774263464.3659322; d; keyup
