1774263415.284867; Key.shift_r; keydown
1774263464.8666837; ,; keydown
1774263464.938144; Key.space; keydown
1774263464.9758577; ,; keyup
1774263465.0178049; Key.space; keyup
1774263465.2019906; c; keydown
1774263465.2736096; c; keyup
1774263465.518213; h; keydown
1774263465.592267; h; keyup
1774263465.7076714; Key.alt_r; keydown
1774263465.8459296; l; keydown
1774263465.9495378; Key.alt_r; keyup
1774263465.9592626; l; keyup
1774263466.1118221; o; keydown
1774263466.1796842; o; keyup
1774263466.6939404; n; keydown
1774263466.8100035; n; keyup
1774263466.8240716; Key.space; keydown
1774263466.9015913; Key.space; keyup
1774263467.0817337; Key.alt_r; keydown
1774263467.1298192; Key.alt_r; keyup
1774263467.4203515; d; keydown
1774263467.497533; d; keyup
1774263467.6497543; Key.alt_r; keydown
1774263467.6836677; x; keydown
1774263467.785651; x; keyup
1774263467.82757; Key.alt_r; keyup
1774263468.1078131; w; keydown
1774263468.2016492; w; keyup
1774263468.226637; i; keydown
1774263468.2876668; i; keyup
1774263468.3879397; Key.alt_r; keydown
1774263468.4879892; e; keydown
1774263468.5455704; e; keyup
1774263468.5757754; Key.alt_r; keyup
1774263468.768117; k; keydown
1774263468.871625; k; keyup
1774263469.289925; Key.space; keydown
1774263469.3936298; Key.space; keyup
1774263469.5220687; i; keydown
1774263469.616231; Key.space; keydown
1774263469.6255777; i; keyup
1774263469.6916673; Key.space; keyup
1774263469.9063401; g; keydown
1774263469.9656205; g; keyup
1774263470.082086; r; keydown
1774263470.1478617; r; keyup
1774263470.2856455; a; keydown
1774263470.3456337; a; keyup
1774263470.491866; f; keydown
1774263470.5538173; f; keyup
1774263470.5718942; i; keydown
1774263470.6418517; i; keyup
1774263470.7624614; c; keydown
1774263470.8257005; c; keyup
1774263470.9481452; z; keydown
1774263471.0058682; z; keyup
1774263471.0078158; n; keydown
1774263471.0599873; i; keydown
1774263471.1316314; n; keyup
1774263471.1656692; i; keyup
1774263471.1779656; e; keydown
1774263471.2356246; e; keyup
1774263471.271962; Key.space; keydown
1774263471.3416548; Key.space; keyup
1774263471.51397; z; keydown
1774263471.5798094; z; keyup
1774263471.70393; a; keydown
1774263471.7735739; a; keyup
1774263471.8859508; Key.alt_r; keydown
1774263472.0839522; z; keydown
1774263472.147752; z; keyup
1774263472.199713; Key.alt_r; keyup
1774263472.3000395; Key.alt_r; keydown
1774263472.3618684; o; keydown
1774263472.4858642; o; keyup
1774263472.491586; Key.alt_r; keyup
1774263472.922046; Key.alt_r; keydown
1774263473.0082107; l; keydown
1774263473.1217642; Key.alt_r; keyup
1774263473.1356611; l; keyup
1774263473.3239355; c; keydown
1774263473.3941662; c; keyup
1774263473.3957448; Key.alt_r; keydown
1774263473.5659382; Key.alt_r; keyup
1774263473.655879; Key.backspace; keydown
1774263473.709979; Key.alt_r; keydown
1774263473.733932; Key.backspace; keyup
1774263473.8399644; c; keydown
1774263473.922198; c; keyup
1774263473.94381; Key.alt_r; keyup
1774263474.0858335; Key.space; keydown
1774263474.1737602; Key.space; keyup
1774263474.525894; f; keydown
1774263474.6016479; f; keyup
1774263474.6800544; u; keydown
1774263474.7620254; u; keyup
1774263474.7678032; z; keydown
1774263474.8738754; z; keyup
1774263474.891856; j; keydown
1774263474.9521053; j; keyup
1774263475.0504806; Key.alt_r; keydown
1774263475.1644213; e; keydown
1774263475.2417634; e; keyup
1774263475.2617526; Key.alt_r; keyup
1774263475.5740776; Key.space; keydown
1774263475.6437223; Key.space; keyup
1774263475.8603375; o; keydown
1774263475.9400482; o; keyup
1774263475.970848; r; keydown
1774263476.0537364; r; keyup
1774263476.818226; Key.backspace; keydown
1774263476.9018316; Key.backspace; keyup
1774263476.946047; Key.backspace; keydown
1774263477.017714; Key.backspace; keyup
1774263477.1540086; p; keydown
1774263477.2580097; p; keyup
1774263477.2801583; r; keydown
1774263477.3578663; r; keyup
1774263477.6145399; j; keydown
1774263477.681749; j; keyup
1774263477.7184565; e; keydown
1774263477.791871; e; keyup
1774263477.8162487; k; keydown
1774263477.866001; k; keyup
1774263477.9520683; t; keydown
1774263478.02789; t; keyup
1774263478.0540223; Key.alt_r; keydown
1774263478.1660674; o; keydown
1774263478.2498915; Key.alt_r; keyup
1774263478.274104; o; keyup
1774263478.2760098; w; keydown
1774263478.339737; w; keyup
1774263478.60174; Key.backspace; keydown
1774263478.67978; Key.backspace; keyup
1774263478.748368; Key.backspace; keydown
1774263478.7955508; Key.backspace; keyup
1774263478.8559682; Key.backspace; keydown
1774263478.911895; Key.backspace; keyup
1774263478.972; Key.backspace; keydown
1774263479.0322118; Key.backspace; keyup
1774263479.0946739; Key.backspace; keydown
1774263479.1898837; Key.backspace; keyup
1774263479.3521612; Key.backspace; keydown
1774263479.456046; Key.backspace; keyup
1774263479.890157; o; keydown
1774263479.9597633; o; keyup
1774263480.3681104; j; keydown
1774263480.4381874; j; keyup
1774263480.4399238; e; keydown
1774263480.50384; e; keyup
1774263480.6441038; k; keydown
1774263480.7379346; k; keyup
1774263480.7620661; t; keydown
1774263480.8278787; t; keyup
1774263480.860177; Key.alt_r; keydown
1774263480.9401188; o; keydown
1774263481.0279496; Key.alt_r; keyup
1774263481.0440276; w; keydown
1774263481.059739; o; keyup
1774263481.0998852; w; keyup
1774263481.6382048; .; keydown
1774263481.7044551; .; keyup
1774263482.0462923; Key.enter; keydown
1774263482.1083796; Key.enter; keyup
1774263483.2801828; Key.esc; keydown
1774263483.2818267; `; keydown
1774263483.3598106; Key.esc; keyup
