1774263335.7247777; Key.shift_r; keydown
1774263335.8180256; W; keydown
1774263335.8836195; W; keyup
1774263335.9054296; Key.shift_r; keyup
1774263336.047871; Key.space; keydown
1774263336.1158772; Key.space; keyup
1774263336.8240724; Key.shift_r; keydown
1774263336.9562793; S; keydown
1774263337.0056694; Key.shift_r; keyup
1774263337.0238461; s; keyup
1774263337.0981843; z; keydown
1774263337.1877406; z; keyup
1774263337.2841625; c; keydown
1774263337.3397555; c; keyup
1774263337.43393; z; keydown
1774263337.507845; z; keyup
1774263337.622042; e; keydown
1774263337.6881118; e; keyup
1774263338.555988; b; keydown
1774263338.6098742; r; keydown
1774263338.613502; b; keyup
1774263338.6897447; r; keyup
1774263338.8039496; z; keydown
1774263338.8937469; z; keyup
1774263338.9979908; e; keydown
1774263339.044067; e; keyup
1774263339.1561239; s; keydown
1774263339.2118156; s; keyup
1774263339.314121; z; keydown
1774263339.3597715; z; keyup
1774263339.374622; y; keydown
1774263339.4357333; y; keyup
1774263340.9279525; n; keydown
1774263341.0140622; i; keydown
1774263341.0777185; n; keyup
1774263341.1297498; i; keyup
1774263341.15003; e; keydown
1774263341.2137454; e; keyup
1774263341.6258106; Key.space; keydown
1774263341.6962545; Key.space; keyup
1774263341.9939973; c; keydown
1774263342.0637734; c; keyup
1774263342.1480212; h; keydown
1774263342.2237866; h; keyup
1774263342.477889; r; keydown
1774263342.5637457; r; keyup
1774263342.7900462; Key.alt_r; keydown
1774263342.8706453; z; keydown
1774263342.9495368; z; keyup
1774263343.0357592; Key.alt_r; keyup
1774263343.1462731; Key.alt_r; keydown
1774263343.240194; a; keydown
1774263343.3063395; a; keyup
1774263343.35167; Key.alt_r; keyup
1774263343.4643424; Key.backspace; keydown
1774263343.5399396; Key.backspace; keyup
1774263343.6080441; Key.backspace; keydown
1774263343.7020211; Key.backspace; keyup
1774263343.8081274; Key.alt_r; keydown
1774263344.0820713; z; keydown
1774263344.1517115; z; keyup
1774263344.2198455; Key.alt_r; keyup
1774263344.5120091; Key.backspace; keydown
1774263344.6378148; Key.backspace; keyup
1774263344.8263748; Key.alt_r; keydown
1774263344.9401612; x; keydown
1774263344.999809; x; keyup
1774263345.0560172; Key.alt_r; keyup
1774263345.5384061; Key.backspace; keydown
1774263345.6356554; Key.backspace; keyup
1774263346.2180238; z; keydown
1774263346.297879; z; keyup
1774263346.5941215; Key.alt_r; keydown
1774263346.7161856; a; keydown
1774263346.8119; a; keyup
1774263346.83194; Key.alt_r; keyup
1774263347.300171; s; keydown
1774263347.3758698; s; keyup
1774263347.4501314; z; keydown
1774263347.5222168; z; keyup
1774263347.6342635; c; keydown
1774263347.6977136; c; keyup
1774263347.7761288; z; keydown
1774263347.8759017; z; keyup
1774263347.9099855; Key.space; keydown
1774263347.9679852; Key.space; keyup
1774263348.6280947; b; keydown
1774263348.7137713; b; keyup
1774263348.7544622; r; keydown
1774263348.8198216; r; keyup
1774263348.9741151; z; keydown
1774263349.0338085; z; keyup
1774263349.152271; m; keydown
1774263349.1959486; m; keyup
1774263349.6882572; i; keydown
1774263349.7842143; i; keyup
1774263349.7982075; Key.space; keydown
1774263349.877884; Key.space; keyup
1774263350.0584316; w; keydown
1774263350.1463556; w; keyup
1774263350.1662755; Key.space; keydown
1774263350.2303445; Key.space; keyup
1774263350.5841417; t; keydown
1774263350.6559637; t; keyup
1774263350.7581995; r; keydown
1774263350.823935; r; keyup
1774263350.9782941; z; keydown
1774263351.0380645; z; keyup
1774263351.8161054; c; keydown
1774263351.8898413; c; keyup
1774263351.9181972; u; keydown
1774263351.989978; u; keyup
1774263352.1305754; n; keydown
1774263352.2000175; n; keyup
1774263352.594197; Key.backspace; keydown
1774263352.672283; Key.backspace; keyup
1774263352.7281823; Key.backspace; keydown
1774263352.8239005; Key.backspace; keyup
1774263353.3062549; i; keydown
1774263353.3859856; i; keyup
1774263353.614218; n; keydown
1774263353.690331; i; keydown
1774263353.7360198; n; keyup
1774263353.7521362; e; keydown
1774263353.7759748; i; keyup
1774263353.8005762; e; keyup
1774263354.4606175; .; keydown
1774263354.5258346; .; keyup
1774263354.6724994; Key.enter; keydown
1774263354.7422776; Key.enter; keyup
1774263355.5004811; Key.shift_r; keydown
1774263355.7726238; B; keydown
1774263355.8099558; Key.shift_r; keyup
1774263355.8380034; b; keyup
1774263356.0080132; i; keydown
1774263356.0702827; i; keyup
1774263356.1445937; o; keydown
1774263356.2178981; o; keyup
1774263356.2822013; m; keydown
1774263356.3601277; m; keyup
1774263356.3621528; e; keydown
1774263356.4160192; e; keyup
1774263356.9922733; t; keydown
1774263357.0620449; t; keyup
1774263357.1701927; r; keydown
1774263357.2381208; r; keyup
1774263357.266331; i; keydown
1774263357.32014; i; keyup
1774263357.4003506; a; keydown
1774263357.4639523; a; keyup
1774263357.5122519; Key.space; keydown
1774263357.5680017; Key.space; keyup
1774263358.3002517; b; keydown
1774263358.3542495; e; keydown
1774263358.3698819; b; keyup
1774263358.413944; e; keyup
1774263358.5181282; h; keydown
1774263358.5839746; h; keyup
1774263358.6161003; a; keydown
1774263358.684008; a; keyup
1774263359.3103576; w; keydown
1774263359.39431; w; keyup
1774263359.4705005; i; keydown
1774263359.535994; i; keyup
1774263359.6106448; o; keydown
1774263359.6923184; o; keyup
1774263361.2861972; r; keydown
1774263361.364085; r; keyup
1774263361.546296; a; keydown
1774263361.6180296; a; keyup
1774263361.6924222; l; keydown
1774263361.782058; l; keyup
1774263361.8700843; n; keydown
1774263361.9647777; n; keyup
1774263361.9921753; a; keydown
1774263362.0421238; a; keyup
1774263362.5582857; Key.space; keydown
1774263362.6381767; Key.space; keyup
1774263363.0103033; j; keydown
1774263363.062344; e; keydown
1774263363.096114; j; keyup
1774263363.1324952; e; keyup
1774263363.220453; s; keydown
1774263363.3000777; s; keyup
1774263363.4684496; t; keydown
1774263363.532163; t; keyup
1774263366.250297; b; keydown
1774263366.2944734; a; keydown
1774263366.3062396; b; keyup
1774263366.3481753; a; keyup
1774263367.480951; Key.backspace; keydown
1774263367.5485394; Key.backspace; keyup
1774263367.630669; Key.backspace; keydown
1774263367.6806943; Key.space; keydown
1774263367.7041073; Key.backspace; keyup
1774263367.7521422; Key.space; keyup
1774263368.1886008; b; keydown
1774263368.2464106; a; keydown
1774263368.2540104; b; keyup
1774263368.3064573; a; keyup
1774263368.464399; r; keydown
1774263368.528333; r; keyup
1774263368.666557; d; keydown
1774263368.7062898; d; keyup
1774263369.206361; z; keydown
1774263369.2862887; z; keyup
1774263369.3324244; o; keydown
1774263369.39418; o; keyup
1774263369.4403715; Key.space; keydown
1774263369.4844444; Key.space; keyup
1774263370.1205008; c; keydown
1774263370.198207; c; keyup
1774263370.222705; i; keydown
1774263370.2862566; i; keyup
1774263370.3202748; e; keydown
1774263370.3803234; e; keyup
1774263370.4081762; k; keydown
1774263370.4741485; k; keyup
1774263370.560379; a; keydown
1774263370.6262343; a; keyup
1774263370.7724328; w; keydown
1774263370.8330224; w; keyup
1774263371.3468575; a; keydown
1774263371.4085047; a; keyup
1774263371.93061; .; keydown
1774263371.984171; .; keyup
1774263372.6446126; Key.enter; keydown
1774263372.6962917; Key.enter; keyup
1774263373.3528917; Key.shift_r; keydown
1774263373.600791; P; keydown
1774263373.695041; Key.shift_r; keyup
1774263373.704405; p; keyup
1774263373.8267138; Key.alt_r; keydown
1774263373.936869; o; keydown
1774263374.0063033; Key.alt_r; keyup
1774263374.05228; o; keyup
1774263374.8025396; Key.alt_r; keydown
1774263374.9545934; x; keydown
1774263375.0205588; x; keyup
1774263375.0442796; Key.alt_r; keyup
1774263375.3205466; n; keydown
1774263375.3924692; i; keydown
1774263375.4506304; e; keydown
1774263375.469128; n; keyup
1774263375.4964445; i; keyup
1774263375.5170846; e; keyup
1774263375.60136; j; keydown
1774263375.6924365; j; keyup
1774263376.2924564; Key.space; keydown
1774263376.3707845; Key.space; keyup
1774263376.652497; w; keydown
1774263376.7542877; w; keyup
1774263376.7745998; Key.alt_r; keydown
1774263376.8585913; l; keydown
1774263376.9242597; Key.alt_r; keyup
1774263376.9364102; l; keyup
1774263377.0066247; Key.alt_r; keydown
1774263377.114495; a; keydown
1774263377.190218; a; keyup
1774263377.2103808; Key.alt_r; keyup
1774263377.5505326; c; keydown
1774263377.632367; c; keyup
1774263377.7305956; z; keydown
1774263377.8223238; z; keyup
1774263377.8604813; Key.space; keydown
1774263377.9039755; Key.space; keyup
1774263378.4564695; t; keydown
1774263378.5264664; t; keyup
1774263378.5505059; Key.alt_r; keydown
1774263378.6789684; e; keydown
1774263378.7425473; e; keyup
1774263378.7503986; Key.alt_r; keyup
1774263379.0945067; Key.space; keydown
1774263379.160323; Key.space; keyup
1774263379.3305948; s; keydown
1774263379.4103615; s; keyup
1774263379.4305153; i; keydown
1774263379.4903789; i; keyup
1774263379.594808; Key.alt_r; keydown
1774263379.7626069; e; keydown
1774263379.8324144; e; keyup
1774263379.8882856; Key.alt_r; keyup
1774263380.130661; c; keydown
1774263380.2043712; c; keyup
1774263380.4766715; Key.backspace; keydown
1774263380.5603826; Key.backspace; keyup
1774263380.6125827; Key.backspace; keydown
1774263380.6405423; e; keydown
1774263380.6603265; Key.backspace; keyup
1774263380.7063324; e; keyup
1774263380.8466573; c; keydown
1774263380.9305925; c; keyup
1774263381.8386195; Key.backspace; keydown
1774263381.9122996; Key.backspace; keyup
1774263381.9665997; Key.alt_r; keydown
1774263382.0986104; c; keydown
1774263382.1663904; c; keyup
1774263382.2523873; Key.alt_r; keyup
1774263382.9285586; ,; keydown
1774263382.9905353; Key.space; keydown
1774263382.994169; ,; keyup
1774263383.0523942; Key.space; keyup
1774263383.902707; p; keydown
1774263383.982403; p; keyup
1774263383.9903827; r; keydown
1774263384.0464487; r; keyup
1774263384.1646616; z; keydown
1774263384.2663543; z; keyup
1774263384.3726754; e; keydown
1774263384.440628; e; keyup
1774263386.3551884; m; keydown
1774263386.4144087; m; keyup
1774263386.5605612; y; keydown
1774263386.6187012; y; keyup
1774263387.0288677; Key.alt_r; keydown
1774263387.1849482; s; keydown
1774263387.2503862; s; keyup
1774263387.3324206; Key.alt_r; keyup
1774263387.5626256; l; keydown
1774263387.6246657; l; keyup
1774263388.1193516; Key.space; keydown
1774263388.204481; Key.space; keyup
1774263388.5126724; b; keydown
1774263388.58088; b; keyup
1774263388.7066865; Key.alt_r; keydown
1774263388.7652445; l; keydown
1774263388.8571856; Key.alt_r; keyup
1774263388.8622954; l; keyup
1774263388.9267495; Key.alt_r; keydown
1774263389.0408547; a; keydown
1774263389.1104941; a; keyup
1774263389.112266; Key.alt_r; keyup
1774263389.340737; d; keydown
1774263389.4064577; d; keyup
