1774263335.7247777; Key.shift_r; keydown
1774263389.9646215; ,; keydown
1774263390.0384898; ,; keyup
1774263390.0515425; Key.space; keydown
1774263390.100537; Key.space; keyup
1774263390.8087466; c; keydown
1774263390.8827968; c; keyup
1774263391.0809784; h; keydown
1774263391.130736; Key.alt_r; keydown
1774263391.1384468; h; keyup
1774263391.2107203; l; keydown
1774263391.3166509; Key.alt_r; keyup
1774263391.3285255; l; keyup
1774263391.4254298; o; keydown
1774263391.4965804; o; keyup
1774263391.5966988; p; keydown
1774263391.704448; p; keyup
1774263391.9389699; Key.backspace; keydown
1774263392.0371466; Key.backspace; keyup
1774263392.2030046; Key.alt_r; keydown
1774263392.4166791; n; keydown
1774263392.4786575; Key.alt_r; keyup
1774263392.5187821; n; keyup
1774263392.789354; Key.space; keydown
1774263392.8727424; Key.space; keyup
1774263393.110848; d; keydown
1774263393.2008598; d; keyup
1774263393.2387354; Key.alt_r; keydown
1774263393.3435378; x; keydown
1774263393.4267976; x; keyup
1774263393.4283478; Key.alt_r; keyup
1774263393.613113; w; keydown
1774263393.684511; w; keyup
1774263393.7108295; i; keydown
1774263393.7865872; i; keyup
1774263393.893367; Key.alt_r; keydown
1774263393.9747999; e; keydown
1774263394.0408654; e; keyup
1774263394.0591898; Key.alt_r; keyup
1774263394.4807336; k; keydown
1774263394.5587695; k; keyup
1774263394.6327107; Key.space; keydown
1774263394.7164748; Key.space; keyup
1774263395.0250812; i; keydown
1774263395.0930803; i; keyup
1774263395.094676; Key.space; keydown
1774263395.1545508; Key.space; keyup
1774263395.3706164; g; keydown
1774263395.4325209; g; keyup
1774263395.5428069; r; keydown
1774263395.6112092; r; keyup
1774263395.7288034; a; keydown
1774263395.796826; a; keyup
1774263396.4473834; f; keydown
1774263396.494701; i; keydown
1774263396.5148637; f; keyup
1774263396.5786028; i; keyup
1774263396.6428833; c; keydown
1774263396.7064245; c; keyup
1774263396.8048673; z; keydown
1774263396.8828318; n; keydown
1774263396.9008698; z; keyup
1774263396.936959; i; keydown
1774263396.984884; n; keyup
1774263397.0225992; i; keyup
1774263397.0487928; e; keydown
1774263397.1134884; e; keyup
1774263397.6807992; Key.space; keydown
1774263397.7525465; Key.space; keyup
1774263398.2987792; z; keydown
1774263398.3784735; z; keyup
1774263398.474875; a; keydown
1774263398.5606098; a; keyup
1774263398.8567908; Key.alt_r; keydown
1774263399.0014935; z; keydown
1774263399.07657; z; keyup
1774263399.2025406; Key.alt_r; keyup
1774263399.718903; Key.alt_r; keydown
1774263400.0067866; o; keydown
1774263400.112845; o; keyup
1774263400.1506667; Key.alt_r; keyup
1774263400.192881; Key.alt_r; keydown
1774263400.2869878; l; keydown
1774263400.4604857; Key.alt_r; keyup
1774263400.4685717; l; keyup
1774263401.0427365; Key.alt_r; keydown
1774263401.1869862; c; keydown
1774263401.2572498; c; keyup
1774263401.2785823; Key.alt_r; keyup
1774263401.8029842; Key.space; keydown
1774263401.892797; Key.space; keyup
1774263402.2489564; f; keydown
1774263402.3271685; f; keyup
1774263402.4446905; u; keydown
1774263402.5166001; u; keyup
1774263402.5447; z; keydown
1774263402.6245494; z; keyup
1774263402.653096; j; keydown
1774263402.7226534; j; keyup
1774263402.8772225; Key.alt_r; keydown
1774263402.980941; e; keydown
1774263403.0425696; e; keyup
1774263403.0807734; Key.alt_r; keyup
1774263403.6388235; Key.space; keydown
1774263403.714751; Key.space; keyup
1774263403.8929641; p; keydown
1774263403.953123; p; keyup
1774263404.0208886; r; keydown
1774263404.0768235; r; keyup
1774263404.9113793; o; keydown
1774263404.9986713; o; keyup
1774263405.5770502; j; keydown
1774263405.6488082; j; keyup
1774263405.6507862; e; keydown
1774263405.724603; e; keyup
1774263405.7649503; k; keydown
1774263405.8367152; k; keyup
1774263406.1528537; t; keydown
1774263406.216936; Key.alt_r; keydown
1774263406.2205868; t; keyup
1774263406.282844; o; keydown
1774263406.368932; Key.alt_r; keyup
1774263406.388642; o; keyup
1774263406.6628757; w; keydown
1774263406.7366352; w; keyup
1774263407.2788682; .; keydown
1774263407.332756; .; keyup
1774263407.8609598; Key.enter; keydown
1774263407.9046068; Key.enter; keyup
1774263409.2675614; Key.esc; keydown
1774263409.3226683; Key.esc; keyup
