1774265121.2396448; Key.shift_r; keydown
1774265121.3690724; W; keydown
1774265121.444831; Key.shift_r; keyup
1774265121.5023117; w; keyup
1774265121.6768613; Key.space; keydown
1774265121.7548506; Key.space; keyup
1774265122.1453435; Key.shift_r; keydown
1774265122.2207198; S; keydown
1774265122.3103955; Key.shift_r; keyup
1774265122.3624794; s; keyup
1774265122.54689; z; keydown
1774265122.68054; z; keyup
1774265122.6872807; c; keydown
1774265122.8187776; z; keydown
1774265122.8383195; c; keyup
1774265122.9504006; z; keyup
1774265122.9524102; e; keydown
1774265123.0486577; e; keyup
1774265123.2432528; b; keydown
1774265123.2663763; b; keyup
1774265123.4191768; r; keydown
1774265123.5387475; z; keydown
1774265123.5645654; r; keyup
1774265123.6548011; z; keyup
1774265123.7067113; e; keydown
1774265123.8129857; e; keyup
1774265123.931264; s; keydown
1774265124.0852516; z; keydown
1774265124.144891; s; keyup
1774265124.2228982; z; keyup
1774265124.2568047; y; keydown
1774265124.3604093; y; keyup
1774265124.6412542; n; keydown
1774265124.7311647; i; keydown
1774265124.8166335; n; keyup
1774265124.8468285; i; keyup
1774265124.8851674; e; keydown
1774265125.0271618; Key.space; keydown
1774265125.0506039; e; keyup
1774265125.127125; Key.space; keyup
1774265125.3811924; c; keydown
1774265125.493109; c; keyup
1774265125.669236; h; keydown
1774265125.8183942; h; keyup
1774265125.910837; r; keydown
1774265126.0650356; z; keydown
1774265126.1528614; r; keyup
1774265126.194377; z; keyup
1774265126.2749417; Key.alt_r; keydown
1774265126.347223; a; keydown
1774265126.431009; Key.alt_r; keyup
1774265126.4705005; a; keyup
1774265126.615262; s; keydown
1774265126.7152486; z; keydown
1774265126.7908928; s; keyup
1774265126.8788588; z; keyup
1774265127.0233216; c; keydown
1774265127.1333232; z; keydown
1774265127.1592374; c; keyup
1774265127.2746046; z; keyup
1774265127.4010541; Key.space; keydown
1774265127.4932225; Key.space; keyup
1774265127.6072347; b; keydown
1774265127.7164052; b; keyup
1774265127.7849684; r; keydown
1774265127.887267; z; keydown
1774265127.9525776; r; keyup
1774265128.0089915; z; keyup
