1774265121.2396448; Key.shift_r; keydown
1774265128.0652976; m; keydown
1774265128.159259; i; keydown
1774265128.2589896; m; keyup
1774265128.28847; i; keyup
1774265128.3613546; Key.space; keydown
1774265128.4548903; Key.space; keyup
1774265128.4672413; w; keydown
1774265128.6112812; Key.space; keydown
1774265128.6407652; w; keyup
1774265128.7309716; Key.space; keyup
1774265128.8273299; t; keydown
1774265128.973251; r; keydown
1774265129.014667; t; keyup
1774265129.1213062; z; keydown
1774265129.16517; r; keyup
1774265129.301018; z; keyup
1774265129.4715815; c; keydown
1774265129.5928957; c; keyup
1774265129.5945623; i; keydown
1774265129.6825137; i; keyup
1774265129.776812; n; keydown
1774265129.8313634; i; keydown
1774265129.9149816; n; keyup
1774265129.954278; i; keyup
1774265130.0005548; e; keydown
1774265130.12052; e; keyup
1774265130.661317; .; keydown
1774265130.7284672; .; keyup
1774265130.8472915; Key.enter; keydown
1774265130.9249496; Key.enter; keyup
1774265131.9913356; Key.shift_r; keydown
1774265132.1334703; B; keydown
1774265132.2130406; Key.shift_r; keyup
1774265132.2345219; b; keyup
1774265132.405369; i; keydown
1774265132.5093918; o; keydown
1774265132.5162253; i; keyup
1774265132.6169674; o; keyup
1774265132.7654116; m; keydown
1774265132.8651848; m; keyup
1774265132.8992279; e; keydown
1774265133.0150557; e; keyup
1774265133.047378; t; keydown
1774265133.1568134; r; keydown
1774265133.226351; t; keyup
1774265133.2722015; r; keyup
1774265133.3565192; i; keydown
1774265133.4823306; i; keyup
1774265134.2873347; a; keydown
1774265134.4750106; a; keyup
1774265134.5309565; Key.space; keydown
1774265134.6270146; Key.space; keyup
1774265134.7793255; b; keydown
1774265134.869027; b; keyup
1774265135.0953379; e; keydown
1774265135.2354531; h; keydown
1774265135.2423275; e; keyup
1774265135.4231138; h; keyup
1774265135.795184; a; keydown
1774265135.9046648; a; keyup
1774265136.0595691; w; keydown
1774265136.2206192; w; keyup
1774265136.2368877; i; keydown
1774265136.3113453; o; keydown
1774265136.3587792; i; keyup
1774265136.445091; o; keyup
1774265136.511431; r; keydown
1774265136.611544; a; keydown
1774265136.6990461; r; keyup
1774265136.8188746; a; keyup
1774265136.8528345; l; keydown
1774265136.9591625; l; keyup
1774265136.9975727; n; keydown
1774265137.1532042; n; keyup
1774265137.1729221; a; keydown
1774265137.287007; a; keyup
1774265137.3714368; Key.space; keydown
1774265137.4791026; Key.space; keyup
1774265137.4930472; j; keydown
1774265137.5936356; e; keydown
1774265137.5962703; j; keyup
1774265137.7036307; s; keydown
1774265137.7530503; t; keydown
1774265137.8008153; e; keyup
1774265137.802257; s; keyup
1774265137.866852; Key.space; keydown
1774265137.9027324; t; keyup
1774265137.9605865; Key.space; keyup
1774265138.0914648; b; keydown
1774265138.1794674; a; keydown
1774265138.1823266; b; keyup
1774265138.273037; r; keydown
1774265138.324593; a; keyup
1774265138.381106; r; keyup
1774265138.4994495; d; keydown
1774265138.6169364; z; keydown
1774265138.6806011; d; keyup
1774265138.746658; z; keyup
1774265138.7615328; o; keydown
1774265138.9330745; o; keyup
1774265139.3090389; Key.space; keydown
1774265139.4367871; Key.space; keyup
1774265139.5815775; c; keydown
1774265139.692647; c; keyup
1774265139.8356557; e; keydown
1774265139.8890219; e; keyup
1774265140.2128813; Key.backspace; keydown
1774265140.325153; Key.backspace; keyup
1774265140.4416618; i; keydown
1774265140.5369694; i; keyup
1774265140.549597; e; keydown
1774265140.6690984; e; keyup
1774265140.7774813; k; keydown
1774265140.8632278; k; keyup
1774265140.8974879; a; keydown
1774265140.9372482; w; keydown
1774265140.9949374; a; keyup
1774265141.1152017; w; keyup
1774265141.2494373; a; keydown
1774265141.4311168; a; keyup
1774265142.0736022; .; keydown
1774265142.1371398; .; keyup
1774265142.235111; Key.enter; keydown
1774265142.331187; Key.enter; keyup
1774265143.0436308; Key.shift_r; keydown
1774265143.2272038; P; keydown
1774265143.4231606; P; keyup
1774265143.4565861; Key.shift_r; keyup
1774265143.6590824; Key.alt_r; keydown
1774265143.703649; o; keydown
1774265143.823239; o; keyup
1774265143.8275268; Key.alt_r; keyup
1774265143.9695656; Key.alt_r; keydown
1774265144.08511; x; keydown
1774265144.2187643; x; keyup
1774265144.2203202; Key.alt_r; keyup
1774265144.655441; n; keydown
1774265144.701573; i; keydown
1774265144.7549968; n; keyup
1774265144.8091874; i; keyup
1774265144.8674781; e; keydown
1774265144.9251292; j; keydown
1774265144.9549844; e; keyup
1774265145.0026863; j; keyup
1774265145.1155906; Key.space; keydown
1774265145.223252; Key.space; keyup
1774265145.2515268; Key.alt_r; keydown
1774265145.3451264; w; keydown
1774265145.465215; Key.alt_r; keyup
1774265145.5006938; w; keyup
1774265145.649506; Key.alt_r; keydown
1774265145.8332827; Key.alt_r; keyup
1774265146.011626; Key.backspace; keydown
1774265146.1332033; Key.backspace; keyup
1774265146.1815677; w; keydown
1774265146.3371956; w; keyup
1774265146.338771; Key.alt_r; keydown
1774265146.415796; l; keydown
1774265146.5207107; Key.alt_r; keyup
1774265146.533257; l; keyup
1774265146.7816033; Key.alt_r; keydown
1774265147.0231965; a; keydown
1774265147.0467722; Key.alt_r; keyup
1774265147.1568103; a; keyup
1774265147.6176345; c; keydown
1774265147.7096493; z; keydown
1774265147.7530854; c; keyup
1774265147.847256; z; keyup
1774265148.065209; Key.space; keydown
1774265148.1830459; Key.space; keyup
1774265148.193655; t; keydown
1774265148.3333342; t; keyup
1774265148.4257734; Key.alt_r; keydown
1774265148.5431108; e; keydown
1774265148.6252842; Key.alt_r; keyup
1774265148.6552913; e; keyup
1774265148.801711; Key.space; keydown
1774265148.8972497; Key.space; keyup
1774265149.1092343; s; keydown
1774265149.2212596; s; keyup
1774265149.2295723; i; keydown
1774265149.344861; i; keyup
1774265149.4130273; e; keydown
1774265149.5066848; e; keyup
1774265149.5948038; Key.alt_r; keydown
1774265149.6507666; c; keydown
1774265149.747262; Key.alt_r; keyup
1774265149.7564895; c; keyup
1774265149.937023; Key.space; keydown
1774265150.023208; Key.space; keyup
1774265150.237132; Key.backspace; keydown
1774265150.3112805; Key.backspace; keyup
1774265150.4656343; ,; keydown
1774265150.5767848; ,; keyup
1774265150.6877284; Key.space; keydown
1774265150.7632685; Key.space; keyup
1774265150.821663; p; keydown
1774265150.981381; p; keyup
1774265151.0551732; r; keydown
1774265151.140947; z; keydown
1774265151.2005587; r; keyup
1774265151.2484627; z; keyup
1774265151.328795; e; keydown
1774265151.4366271; e; keyup
1774265151.442763; m; keydown
1774265151.5487592; m; keyup
1774265151.5848308; y; keydown
1774265151.6766434; y; keyup
1774265151.7451985; Key.alt_r; keydown
1774265151.8976426; s; keydown
1774265152.015262; s; keyup
1774265152.0210643; Key.alt_r; keyup
1774265152.5158074; l; keydown
1774265152.619243; l; keyup
1774265152.7174468; Key.space; keydown
1774265152.799356; Key.space; keyup
1774265152.943278; b; keydown
1774265153.037355; b; keyup
1774265153.0752351; Key.alt_r; keydown
1774265153.125551; l; keydown
1774265153.2353785; Key.alt_r; keyup
1774265153.2634664; l; keyup
1774265153.4857638; Key.alt_r; keydown
1774265153.9388556; Key.alt_r; keyup
1774265154.0652401; Key.alt_r; keydown
1774265154.2797494; a; keydown
1774265154.4108672; Key.alt_r; keyup
1774265154.4231682; a; keyup
1774265155.4257088; d; keydown
1774265155.5674384; d; keyup
1774265156.269895; ,; keydown
1774265156.3910463; ,; keyup
1774265156.4958174; Key.space; keydown
1774265156.6072083; Key.space; keyup
1774265156.769212; c; keydown
1774265156.8736951; h; keydown
1774265156.9231267; c; keyup
1774265156.9750695; h; keyup
1774265156.987742; Key.alt_r; keydown
1774265157.1058316; l; keydown
1774265157.1875112; Key.alt_r; keyup
1774265157.1968772; l; keyup
1774265157.3798428; o; keydown
1774265157.4613764; o; keyup
1774265157.4817154; n; keydown
1774265157.6034598; n; keyup
1774265157.8417137; Key.space; keydown
1774265157.967099; Key.space; keyup
1774265158.1237082; Key.backspace; keydown
1774265158.1893928; Key.backspace; keyup
1774265158.317324; Key.backspace; keydown
1774265158.4033544; Key.backspace; keyup
1774265158.4177504; Key.alt_r; keydown
1774265158.503359; n; keydown
1774265158.5795045; Key.alt_r; keyup
1774265158.613468; n; keyup
1774265158.7557313; Key.space; keydown
1774265158.8630676; Key.space; keyup
1774265158.9877203; d; keydown
1774265159.1034412; d; keyup
1774265159.13125; Key.alt_r; keydown
1774265159.251394; x; keydown
1774265159.3314786; Key.alt_r; keyup
1774265159.3594537; x; keyup
1774265159.5217793; w; keydown
1774265159.6273699; w; keyup
1774265159.6289566; i; keydown
1774265159.7170918; i; keyup
1774265159.807789; Key.alt_r; keydown
1774265159.8491948; e; keydown
1774265159.9169488; Key.alt_r; keyup
1774265159.93461; e; keyup
1774265160.0914433; k; keydown
1774265160.1872585; k; keyup
1774265160.2957065; Key.space; keydown
1774265160.393235; Key.space; keyup
1774265160.897753; i; keydown
1774265161.0194342; i; keyup
1774265161.557754; Key.space; keydown
1774265161.6828084; Key.space; keyup
1774265162.1896853; g; keydown
1774265162.2852535; g; keyup
1774265164.6617854; r; keydown
1774265164.8135386; r; keyup
1774265164.8478458; a; keydown
1774265164.9995127; a; keyup
1774265165.0198457; f; keydown
1774265165.1434834; f; keyup
1774265165.9857965; i; keydown
1774265166.1091828; i; keyup
1774265166.2293317; c; keydown
1774265166.3556535; z; keydown
1774265166.3970191; c; keyup
1774265166.535178; z; keyup
1774265166.6758356; n; keydown
1774265166.723705; i; keydown
1774265166.8315754; n; keyup
1774265166.877543; i; keyup
1774265166.9198523; e; keydown
1774265167.0532415; e; keyup
1774265167.6112673; Key.space; keydown
1774265167.7115726; Key.space; keyup
1774265167.8037918; z; keydown
1774265167.9035335; z; keyup
1774265168.023861; a; keydown
1774265168.1215298; a; keyup
1774265168.2279575; Key.alt_r; keydown
1774265168.285406; z; keydown
1774265168.3811605; Key.alt_r; keyup
1774265168.415563; z; keyup
1774265168.5512958; Key.alt_r; keydown
1774265168.6692698; o; keydown
1774265168.7970006; Key.alt_r; keyup
1774265168.8148606; o; keyup
1774265169.0953622; Key.alt_r; keydown
1774265169.1752028; l; keydown
1774265169.2690861; Key.alt_r; keyup
1774265169.2927942; l; keyup
1774265169.4453754; Key.alt_r; keydown
1774265169.5331628; c; keydown
1774265169.627348; Key.alt_r; keyup
1774265169.6355264; c; keyup
1774265170.0817966; Key.space; keydown
1774265170.2232466; Key.space; keyup
1774265170.2338743; f; keydown
1774265170.3615608; f; keyup
1774265170.37197; u; keydown
1774265170.5076525; u; keyup
1774265170.9575553; z; keydown
1774265171.1095848; z; keyup
1774265171.489934; j; keydown
1774265171.6174157; j; keyup
1774265171.7858777; Key.alt_r; keydown
1774265171.8958383; e; keydown
1774265171.965414; Key.alt_r; keyup
1774265172.0194414; e; keyup
1774265172.3575823; Key.space; keydown
1774265172.4395916; Key.space; keyup
1774265172.4935122; p; keydown
1774265172.617898; r; keydown
1774265172.6453798; p; keyup
1774265172.7330885; r; keyup
1774265172.741589; o; keydown
1774265172.8211462; o; keyup
1774265172.9601083; j; keydown
1774265173.037653; j; keyup
1774265173.045974; e; keydown
1774265173.1376505; e; keyup
1774265173.1754727; k; keydown
1774265173.2516015; k; keyup
1774265173.2659914; t; keydown
1774265173.365234; t; keyup
1774265173.3954184; Key.alt_r; keydown
1774265173.4719605; o; keydown
1774265173.5272152; Key.alt_r; keyup
1774265173.5357418; o; keyup
1774265173.5994966; w; keydown
1774265173.7516184; w; keyup
1774265174.3299265; .; keydown
1774265174.4175086; .; keyup
1774265174.5398571; Key.enter; keydown
1774265174.5773442; Key.enter; keyup
