1774645369.9411995; Key.shift_r; keydown
1774645387.4221842; Key.enter; keyup
1774645387.99239; Key.shift_r; keydown
1774645388.1463716; B; keydown
1774645388.244209; Key.shift_r; keyup
1774645388.2941277; b; keyup
1774645388.3923526; i; keydown
1774645388.4663372; o; keydown
1774645388.5641334; i; keyup
1774645388.6101315; o; keyup
1774645388.696332; m; keydown
1774645388.8403447; e; keydown
1774645388.848375; m; keyup
1774645388.9621181; e; keyup
1774645389.0863235; t; keydown
1774645389.1801004; t; keyup
1774645389.280323; r; keydown
1774645389.3659155; r; keyup
1774645389.4117882; i; keydown
1774645389.504311; a; keydown
1774645389.5780783; i; keyup
1774645389.6961086; a; keyup
1774645389.716396; Key.space; keydown
1774645389.8780644; Key.space; keyup
1774645390.1103013; b; keydown
1774645390.2484121; b; keyup
1774645390.3183248; e; keydown
1774645390.472115; e; keyup
1774645390.5582902; h; keydown
1774645390.6838462; h; keyup
1774645390.7242908; a; keydown
1774645390.882258; w; keydown
1774645390.9600859; a; keyup
1774645391.0280783; w; keyup
1774645391.1303008; o; keydown
1774645391.26807; o; keyup
1774645391.2742703; r; keydown
1774645391.4160707; r; keyup
1774645391.6622894; i; keydown
1774645391.730066; i; keyup
1774645391.7604003; Key.backspace; keydown
1774645391.858008; Key.backspace; keyup
1774645391.9564931; Key.backspace; keydown
1774645392.068511; Key.backspace; keyup
1774645392.1722703; Key.backspace; keydown
1774645392.2962646; i; keydown
1774645392.3922646; o; keydown
1774645392.4275358; Key.backspace; keyup
1774645392.4720151; i; keyup
1774645392.5300157; o; keyup
1774645392.7122905; w; keydown
1774645392.8640125; w; keyup
1774645392.9602594; Key.backspace; keydown
1774645393.0362833; r; keydown
1774645393.100003; Key.backspace; keyup
1774645393.2140281; r; keyup
1774645393.3682566; a; keydown
1774645393.505999; a; keyup
1774645393.5422401; l; keydown
1774645393.6959882; l; keyup
1774645393.8342469; n; keydown
1774645393.9002266; a; keydown
1774645394.0022843; n; keyup
1774645394.0660114; a; keyup
1774645394.105899; Key.space; keydown
1774645394.212008; Key.space; keyup
1774645394.2962554; j; keydown
1774645394.408322; e; keydown
1774645394.421543; j; keyup
1774645394.522308; s; keydown
1774645394.5982347; t; keydown
1774645394.6072922; e; keyup
1774645394.643715; s; keyup
1774645394.7364326; Key.space; keydown
1774645394.7657635; t; keyup
1774645394.8399618; Key.space; keyup
1774645394.902317; b; keydown
1774645394.9822254; a; keydown
1774645395.0298476; b; keyup
1774645395.138109; a; keyup
1774645395.184248; r; keydown
1774645395.354123; r; keyup
1774645395.528303; d; keydown
1774645395.6022973; z; keydown
1774645395.6899867; d; keyup
1774645395.7499733; z; keyup
1774645395.7842152; o; keydown
1774645395.9281213; o; keyup
1774645396.0063088; Key.space; keydown
1774645396.1320682; Key.space; keyup
1774645396.2582843; c; keydown
1774645396.3960764; c; keyup
1774645396.4522617; i; keydown
1774645396.5780776; i; keyup
1774645396.610251; e; keydown
1774645396.70196; e; keyup
1774645396.726198; k; keydown
1774645396.843958; k; keyup
1774645396.8454363; a; keydown
1774645396.9880695; a; keyup
1774645397.0683162; w; keydown
1774645397.1101093; a; keydown
1774645397.1920683; w; keyup
1774645397.2240703; a; keyup
1774645397.5182993; .; keydown
1774645397.666016; .; keyup
1774645397.8322413; Key.enter; keydown
1774645397.9700236; Key.enter; keyup
1774645398.5382638; Key.shift_r; keydown
1774645398.7602472; P; keydown
1774645398.91196; P; keyup
1774645399.0437202; None; keydown
1774645399.2596226; O; keydown
1774645399.3959506; O; keyup
1774645399.5437508; Key.shift_r; keyup
1774645399.5452442; Key.alt_r; keyup
1774645399.7462225; Key.alt_r; keydown
1774645399.9119914; Key.alt_r; keyup
1774645400.0062253; Key.backspace; keydown
1774645400.1259153; Key.backspace; keyup
1774645400.246375; Key.alt_r; keydown
1774645400.344282; o; keydown
1774645400.4816165; o; keyup
1774645400.6683316; x; keydown
1774645400.8556118; x; keyup
1774645400.9836295; Key.alt_r; keyup
1774645401.1502337; n; keydown
1774645401.3178842; i; keydown
1774645401.3252442; n; keyup
1774645401.4277725; i; keyup
1774645401.4294481; e; keydown
1774645401.548283; j; keydown
1774645401.5572066; e; keyup
1774645401.6820645; j; keyup
1774645401.7242148; Key.space; keydown
1774645401.8600073; Key.space; keyup
1774645402.054284; w; keydown
1774645402.1996355; w; keyup
1774645402.304274; Key.alt_r; keydown
1774645402.4003031; l; keydown
1774645402.5380702; l; keyup
1774645402.8518229; a; keydown
1774645402.8778496; Key.alt_r; keyup
1774645402.9318323; a; keyup
1774645403.4043293; c; keydown
1774645403.4620986; z; keydown
1774645403.546128; c; keyup
1774645403.5979235; z; keyup
1774645403.6883118; Key.space; keydown
1774645403.8220832; Key.space; keyup
1774645404.3723528; r; keydown
1774645404.5101225; r; keyup
1774645404.774017; Key.alt_r; keydown
1774645404.8539698; e; keydown
1774645404.9761283; e; keyup
1774645404.994197; Key.alt_r; keyup
1774645405.2663434; Key.space; keydown
1774645405.3641524; Key.space; keyup
1774645405.5483963; s; keydown
1774645405.686444; z; keydown
1774645405.8381429; s; keyup
1774645405.8941479; z; keyup
1774645406.3321857; Key.backspace; keydown
1774645406.4542308; Key.backspace; keyup
1774645406.6347713; i; keydown
1774645406.7422154; i; keyup
1774645406.7504768; e; keydown
1774645406.8921928; e; keyup
1774645406.9843667; Key.alt_r; keydown
1774645407.086449; c; keydown
1774645407.2225287; Key.alt_r; keyup
1774645407.2259917; c; keyup
1774645407.534454; ,; keydown
1774645407.7363832; ,; keyup
1774645407.990608; Key.space; keydown
1774645408.126229; Key.space; keyup
1774645408.7425606; p; keydown
1774645408.9062557; p; keyup
1774645409.231977; r; keydown
1774645409.346635; z; keydown
1774645409.4143102; r; keyup
1774645409.4983907; z; keyup
1774645412.3006504; e; keydown
1774645412.430496; e; keyup
1774645412.520674; m; keydown
1774645412.646359; m; keyup
1774645412.7526417; i; keydown
1774645412.8686; e; keydown
1774645412.9099245; i; keyup
1774645412.9724643; e; keyup
1774645413.2961733; Key.backspace; keydown
1774645413.4063914; Key.backspace; keyup
1774645413.4362237; y; keydown
1774645413.559946; y; keyup
1774645413.7967322; Key.alt_r; keydown
1774645414.15249; Key.alt_r; keyup
1774645414.3166907; Key.backspace; keydown
1774645414.4124355; Key.backspace; keyup
1774645414.5086918; Key.backspace; keydown
1774645414.6044703; Key.backspace; keyup
1774645414.698314; y; keydown
1774645414.8244689; y; keyup
1774645415.1008935; Key.alt_r; keydown
1774645415.2606096; s; keydown
1774645415.3464906; s; keyup
1774645415.646453; Key.alt_r; keyup
1774645415.8201647; l; keydown
1774645415.9564185; l; keyup
1774645416.044697; Key.space; keydown
1774645416.1619668; Key.space; keyup
1774645416.2747784; b; keydown
1774645416.3945558; b; keyup
1774645416.414694; Key.alt_r; keydown
1774645416.5166483; l; keydown
1774645416.6500828; l; keyup
1774645416.8986526; a; keydown
1774645417.0044606; a; keyup
1774645417.0299385; Key.alt_r; keyup
1774645417.40482; d; keydown
1774645417.5704725; d; keyup
1774645417.8127084; ,; keydown
1774645417.9804897; ,; keyup
1774645418.0626955; Key.space; keydown
1774645418.2044766; Key.space; keyup
1774645418.4925787; c; keydown
1774645418.5805163; c; keyup
1774645418.7287254; h; keydown
1774645418.8265057; h; keyup
1774645419.090599; Key.alt_r; keydown
1774645419.1667223; l; keydown
1774645419.2579463; l; keyup
1774645419.2905152; Key.alt_r; keyup
1774645419.3547807; o; keydown
1774645419.4625177; o; keyup
1774645419.4888022; Key.alt_r; keydown
1774645419.6728122; n; keydown
1774645419.7785518; n; keyup
1774645419.8305256; Key.alt_r; keyup
1774645420.2246747; Key.space; keydown
1774645420.356734; d; keydown
1774645420.3637764; Key.space; keyup
1774645420.5005252; d; keyup
1774645420.5667753; Key.alt_r; keydown
1774645420.668801; x; keydown
1774645420.7867193; Key.alt_r; keyup
1774645420.806656; x; keyup
1774645421.1548467; w; keydown
1774645421.2527275; w; keyup
1774645421.3068514; i; keydown
1774645421.4109702; Key.alt_r; keydown
1774645421.4185932; i; keyup
1774645421.5387979; e; keydown
1774645421.6246176; Key.alt_r; keyup
1774645421.6386194; e; keyup
1774645422.2449408; k; keydown
1774645422.3947022; k; keyup
1774645422.4909139; ,; keydown
1774645422.6247087; ,; keyup
1774645422.838895; Key.backspace; keydown
1774645422.960688; Key.backspace; keyup
1774645423.0127344; Key.space; keydown
1774645423.1166272; Key.space; keyup
1774645423.16087; i; keydown
1774645423.252629; i; keyup
1774645423.2888625; Key.space; keydown
1774645423.3625913; Key.space; keyup
1774645423.6088357; g; keydown
1774645423.7063; g; keyup
1774645423.8188424; r; keydown
1774645423.9348724; a; keydown
1774645423.9785776; r; keyup
1774645424.0787044; a; keyup
1774645424.1509252; f; keydown
1774645424.276786; f; keyup
1774645424.3329847; i; keydown
1774645424.4787934; i; keyup
1774645424.5229638; c; keydown
1774645424.5949368; z; keydown
1774645424.6763897; c; keyup
1774645424.7226975; z; keyup
1774645424.9009252; n; keydown
1774645425.0363693; n; keyup
1774645425.1009448; i; keydown
1774645425.194959; e; keydown
1774645425.2286687; i; keyup
1774645425.2687712; e; keyup
1774645425.5849433; Key.space; keydown
1774645425.6846983; Key.space; keyup
1774645426.150988; z; keydown
1774645426.2803288; z; keyup
1774645426.3589952; a; keydown
1774645426.4788022; a; keyup
1774645426.7250693; Key.alt_r; keydown
1774645426.8307014; z; keydown
1774645426.944719; z; keyup
1774645426.9927197; Key.alt_r; keyup
1774645430.945062; Key.alt_r; keydown
1774645431.1051338; o; keydown
1774645431.254835; o; keyup
1774645431.276868; Key.alt_r; keyup
1774645431.4371545; Key.alt_r; keydown
1774645431.5471683; l; keydown
1774645431.6709125; l; keyup
1774645431.6847062; Key.alt_r; keyup
1774645432.169181; Key.alt_r; keydown
1774645432.2751625; c; keydown
1774645432.4066153; Key.alt_r; keyup
1774645432.4188766; c; keyup
1774645432.7846313; Key.space; keydown
1774645432.872769; Key.space; keyup
1774645432.979247; f; keydown
1774645433.1265419; f; keyup
1774645433.2971406; u; keydown
1774645433.4189017; u; keyup
1774645433.559158; z; keydown
1774645433.6988964; z; keyup
1774645433.8091526; j; keydown
1774645433.9169552; j; keyup
1774645433.983243; Key.alt_r; keydown
1774645434.071243; e; keydown
1774645434.178951; e; keyup
1774645434.2512145; Key.alt_r; keyup
1774645434.531182; Key.space; keydown
1774645434.658842; Key.space; keyup
1774645434.7093136; p; keydown
1774645434.8705378; p; keyup
1774645434.9872906; r; keydown
1774645435.098937; r; keyup
1774645435.1166391; o; keydown
1774645435.2369342; o; keyup
1774645435.3351724; j; keydown
1774645435.4470189; j; keyup
1774645435.491221; e; keydown
1774645435.574509; e; keyup
1774645435.6592708; k; keydown
1774645435.7905948; k; keyup
1774645435.813283; t; keydown
1774645435.9190257; t; keyup
1774645435.98948; Key.alt_r; keydown
1774645436.0212831; o; keydown
1774645436.117302; w; keydown
1774645436.1328616; Key.alt_r; keyup
1774645436.1770706; o; keyup
1774645436.1812963; w; keyup
1774645436.4792871; .; keydown
1774645436.6010652; .; keyup
1774645436.9208817; Key.backspace; keydown
1774645437.0010767; Key.backspace; keyup
1774645437.1052744; Key.backspace; keydown
1774645437.2170134; Key.backspace; keyup
1774645437.354839; w; keydown
1774645437.4410613; w; keyup
1774645437.5753052; Key.backspace; keydown
1774645437.6609783; Key.backspace; keyup
1774645437.9732676; w; keydown
1774645438.079083; w; keyup
1774645438.2313914; .; keydown
1774645438.3591018; .; keyup
1774645438.5772777; Key.enter; keydown
1774645438.6871145; Key.enter; keyup
