1774275690.492342; Key.shift; keydown
1774275690.7318883; W; keydown
1774275690.8334088; W; keyup
1774275690.8346725; Key.shift; keyup
1774275690.9575777; Key.space; keydown
1774275691.0594134; Key.space; keyup
1774275691.2238262; s; keydown
1774275691.3234522; z; keydown
1774275691.373209; s; keyup
1774275691.4594312; z; keyup
1774275691.597805; c; keydown
1774275691.6697633; z; keydown
1774275691.699005; c; keyup
1774275691.7749603; z; keyup
1774275691.9293432; e; keydown
1774275691.991013; e; keyup
1774275692.317782; Key.backspace; keydown
1774275692.3691132; Key.backspace; keyup
1774275692.517784; Key.backspace; keydown
1774275692.5794551; Key.backspace; keyup
1774275692.6737316; Key.backspace; keydown
1774275692.735584; Key.backspace; keyup
1774275692.819106; Key.backspace; keydown
1774275692.8909454; Key.backspace; keyup
1774275692.9783475; Key.backspace; keydown
1774275693.0356562; Key.backspace; keyup
1774275693.2178044; Key.shift; keydown
1774275693.5899515; S; keydown
1774275693.6331632; Key.shift; keyup
1774275693.7068374; s; keyup
1774275693.884151; z; keydown
1774275694.0130467; z; keyup
1774275694.1116378; c; keydown
1774275694.2057135; z; keydown
1774275694.2407548; c; keyup
1774275694.322762; z; keyup
1774275695.3616185; e; keydown
1774275695.4311657; e; keyup
1774275695.8912635; b; keydown
1774275695.9551084; b; keyup
1774275696.1208277; r; keydown
1774275696.2055318; z; keydown
1774275696.2428796; r; keyup
1774275696.328702; z; keyup
1774275696.3730426; e; keydown
1774275696.4411335; e; keyup
1774275696.7995677; s; keydown
1774275696.8670766; s; keyup
1774275697.287387; z; keydown
1774275697.3890882; z; keyup
1774275697.4855366; y; keydown
1774275697.5426314; y; keyup
1774275698.1332579; n; keydown
1774275698.1948135; n; keyup
1774275698.3015594; i; keydown
1774275698.3831468; i; keyup
1774275698.384626; e; keydown
1774275698.4530668; e; keyup
1774275698.8349404; Key.space; keydown
1774275698.925026; Key.space; keyup
1774275699.5153596; c; keydown
1774275699.570452; c; keyup
1774275699.6573825; h; keydown
1774275699.7047594; h; keyup
1774275700.1950004; r; keydown
1774275700.270822; r; keyup
1774275700.4532735; z; keydown
1774275700.5289266; z; keyup
1774275701.0111482; Key.alt_r; keydown
1774275701.3173876; a; keydown
1774275701.3966534; a; keyup
1774275701.4204276; Key.alt_r; keyup
1774275701.9872313; s; keydown
1774275702.0511749; z; keydown
1774275702.120775; s; keyup
1774275702.1847982; z; keyup
1774275702.4411607; c; keydown
1774275702.518692; z; keydown
1774275702.5547285; c; keyup
1774275702.642377; z; keyup
1774275703.0691743; Key.space; keydown
1774275703.1145654; Key.space; keyup
1774275703.424738; b; keydown
1774275703.4785974; b; keyup
1774275703.6793659; r; keydown
1774275703.764648; z; keydown
1774275703.7946954; r; keyup
1774275703.8767354; z; keyup
1774275704.0871565; m; keydown
1774275704.156762; m; keyup
1774275704.234568; i; keydown
1774275704.2862575; i; keyup
1774275704.9852924; Key.space; keydown
1774275705.0607033; Key.space; keyup
1774275705.1630497; w; keydown
1774275705.2323496; w; keyup
1774275705.3206978; Key.space; keydown
1774275705.4105864; Key.space; keyup
1774275705.6189654; t; keydown
1774275705.6740713; t; keyup
1774275705.8466024; r; keydown
1774275705.9446661; r; keyup
1774275705.983136; z; keydown
1774275706.1303358; z; keyup
1774275706.5751233; c; keydown
1774275706.6445072; c; keyup
1774275706.693005; i; keydown
1774275706.7605934; i; keyup
1774275706.9432685; n; keydown
1774275707.0470707; i; keydown
1774275707.0580878; n; keyup
1774275707.1289856; e; keydown
1774275707.1438837; i; keyup
1774275707.180112; e; keyup
1774275708.032459; .; keydown
1774275708.0902698; .; keyup
1774275709.7662945; Key.enter; keydown
1774275709.8239772; Key.enter; keyup
1774275710.6763265; Key.shift; keydown
1774275710.9567127; B; keydown
1774275711.0058484; B; keyup
1774275711.0459414; Key.shift; keyup
1774275711.292332; i; keydown
1774275711.3440037; i; keyup
1774275711.474492; o; keydown
1774275711.5282247; o; keyup
1774275711.7341444; m; keydown
1774275711.7816958; m; keyup
1774275711.8760397; e; keydown
1774275711.9477248; e; keyup
1774275712.1441767; t; keydown
1774275712.2502267; r; keydown
1774275712.2718322; t; keyup
1774275712.3120122; r; keyup
1774275712.478667; i; keydown
1774275712.5298483; i; keyup
1774275712.6328356; a; keydown
1774275712.6839862; a; keyup
1774275713.1925702; Key.space; keydown
1774275713.250133; Key.space; keyup
1774275713.8061383; b; keydown
1774275713.8598888; b; keyup
1774275713.9263096; e; keydown
1774275713.9940007; e; keyup
1774275714.6443992; h; keydown
1774275714.7038481; h; keyup
1774275714.8585668; a; keydown
1774275714.936067; a; keyup
1774275715.2147486; w; keydown
1774275715.2962472; w; keyup
1774275715.3645735; i; keydown
1774275715.4276154; i; keyup
1774275715.5740914; o; keydown
1774275715.6420796; o; keyup
1774275715.896606; r; keydown
1774275716.0023441; a; keydown
1774275716.0078685; r; keyup
1774275716.1076462; a; keyup
1774275716.1940663; l; keydown
1774275716.2701826; l; keyup
1774275716.4944232; n; keydown
1774275716.5516546; n; keyup
1774275716.6003835; a; keydown
1774275716.6957867; a; keyup
1774275716.8763726; Key.space; keydown
1774275716.9418683; Key.space; keyup
1774275717.6001277; j; keydown
1774275717.6536658; j; keyup
1774275717.774378; e; keydown
1774275717.8684616; s; keydown
1774275717.8957424; e; keyup
1774275717.9761422; s; keyup
1774275718.492187; t; keydown
1774275718.5599346; t; keyup
1774275718.8082733; Key.space; keydown
1774275718.8699276; Key.space; keyup
1774275719.4480054; b; keydown
1774275719.5139081; b; keyup
1774275719.7123408; r; keydown
1774275719.794571; a; keydown
1774275719.803695; r; keyup
1774275719.9117656; a; keyup
1774275720.2043302; Key.backspace; keydown
1774275720.2913876; Key.backspace; keyup
1774275720.364273; Key.backspace; keydown
1774275720.4477007; Key.backspace; keyup
1774275720.4661381; a; keydown
1774275720.5521245; r; keydown
1774275720.595287; a; keyup
1774275720.6699052; r; keyup
1774275721.2999952; d; keydown
1774275721.4002628; z; keydown
1774275721.4554036; d; keyup
1774275721.5392559; z; keyup
1774275721.8017192; o; keydown
1774275721.851614; o; keyup
1774275722.1200593; Key.space; keydown
1774275722.193788; Key.space; keyup
1774275722.5780406; c; keydown
1774275722.655699; c; keyup
1774275722.696029; i; keydown
1774275722.7577953; i; keyup
1774275722.8614438; e; keydown
1774275722.9114263; e; keyup
1774275723.0097184; k; keydown
1774275723.0553231; k; keyup
1774275723.117976; a; keydown
1774275723.183412; a; keyup
1774275723.4396243; w; keydown
1774275723.5671625; w; keyup
1774275723.5692546; a; keydown
1774275723.6297748; a; keyup
1774275724.3795989; .; keydown
1774275724.4311438; .; keyup
1774275726.28952; Key.enter; keydown
1774275726.3292246; Key.enter; keyup
1774275728.7135577; Key.shift; keydown
1774275729.1832895; P; keydown
1774275729.2433057; P; keyup
1774275729.281343; Key.shift; keyup
1774275729.647654; Key.alt_r; keydown
1774275729.783384; o; keydown
1774275729.8549242; Key.alt_r; keyup
1774275729.890879; o; keyup
1774275730.167164; Key.alt_r; keydown
1774275730.3116415; x; keydown
1774275730.3808603; x; keyup
1774275730.427179; Key.alt_r; keyup
1774275730.6070518; n; keydown
1774275730.690804; n; keyup
1774275730.749559; i; keydown
1774275730.814831; i; keyup
1774275730.8656316; e; keydown
1774275730.9331198; e; keyup
1774275731.1055782; j; keydown
1774275731.1671286; j; keyup
1774275731.4975338; Key.space; keydown
1774275731.650591; Key.space; keyup
1774275731.855218; w; keydown
1774275731.9408135; w; keyup
1774275732.1172476; Key.alt_r; keydown
1774275732.2215686; l; keydown
1774275732.2871244; Key.alt_r; keyup
1774275732.3370512; l; keyup
1774275732.5211647; Key.alt_r; keydown
1774275732.7171261; Key.alt_r; keyup
1774275733.653503; Key.alt_r; keydown
