1774265735.9091501; Key.shift_r; keydown
1774265752.7226646; Key.alt_r; keydown
1774265752.82075; a; keydown
1774265752.9242954; Key.alt_r; keyup
1774265752.929739; a; keyup
1774265753.214696; d; keydown
1774265753.3581822; z; keydown
1774265753.39823; d; keyup
1774265753.5118265; z; keyup
1774265753.7147033; Key.backspace; keydown
1774265753.818281; Key.backspace; keyup
1774265753.896687; Key.backspace; keydown
1774265753.986213; Key.backspace; keyup
1774265754.078521; s; keydown
1774265754.1566336; z; keydown
1774265754.2323072; s; keyup
1774265754.3342857; z; keyup
1774265754.8241203; c; keydown
1774265754.9226367; z; keydown
1774265755.0117803; c; keyup
1774265755.0797544; z; keyup
1774265755.2605915; Key.space; keydown
1774265755.371843; Key.space; keyup
1774265755.5087724; b; keydown
1774265755.6017818; b; keyup
1774265755.628654; r; keydown
1774265755.704233; r; keyup
1774265755.8668692; z; keydown
1774265755.9845939; m; keydown
1774265755.9997253; z; keyup
1774265756.1021802; i; keydown
1774265756.2162795; m; keyup
1774265756.2257843; i; keyup
1774265756.328669; Key.space; keydown
1774265756.444263; Key.space; keyup
1774265756.4802418; w; keydown
1774265756.582099; w; keyup
1774265756.6286047; Key.space; keydown
1774265756.7397707; Key.space; keyup
1774265756.920227; r; keydown
1774265757.0257232; r; keyup
1774265757.2860398; Key.backspace; keydown
1774265757.4078321; Key.backspace; keyup
1774265757.4227326; t; keydown
1774265757.5517805; t; keyup
1774265757.6647875; r; keydown
1774265757.7566142; r; keyup
1774265757.9327672; z; keydown
1774265758.0617883; z; keyup
1774265758.384688; c; keydown
1774265758.5098345; c; keyup
1774265758.536774; i; keydown
1774265758.6479628; i; keyup
1774265758.75207; n; keydown
1774265758.8620305; i; keydown
1774265758.8916752; n; keyup
1774265758.9575531; i; keyup
1774265759.0821638; e; keydown
1774265759.195811; e; keyup
1774265759.9700584; .; keydown
1774265760.06042; .; keyup
1774265760.3140602; Key.enter; keydown
1774265760.3875587; Key.enter; keyup
1774265762.3866854; Key.shift_r; keydown
1774265762.4680905; B; keydown
1774265762.5479686; B; keyup
1774265762.5718904; Key.shift_r; keyup
1774265762.8027983; i; keydown
1774265762.8745112; i; keyup
1774265762.9766314; o; keydown
1774265763.072153; o; keyup
1774265763.1487434; m; keydown
1774265763.2641902; m; keyup
1774265763.3007598; e; keydown
1774265763.4223764; e; keyup
1774265763.5064785; t; keydown
1774265763.624316; r; keydown
1774265763.6620839; t; keyup
1774265763.736273; r; keyup
1774265763.822146; i; keydown
1774265763.9081993; i; keyup
1774265763.9666772; a; keydown
1774265764.0718694; a; keyup
1774265764.4404867; Key.space; keydown
1774265764.5745797; Key.space; keyup
1774265764.9364989; b; keydown
1774265765.0043535; b; keyup
1774265765.1062222; e; keydown
1774265765.22393; e; keyup
1774265766.0946176; h; keydown
1774265766.1703744; h; keyup
1774265766.2628107; a; keydown
1774265766.3821664; a; keyup
1774265766.6225376; w; keydown
1774265766.7144103; w; keyup
1774265766.7642534; i; keydown
1774265766.8222148; i; keyup
1774265766.9467287; o; keydown
1774265767.0384173; o; keyup
1774265767.140721; r; keydown
1774265767.2460198; r; keyup
1774265767.314253; a; keydown
1774265767.4344752; a; keyup
1774265767.4807236; l; keydown
1774265767.5806456; l; keyup
1774265767.7007456; n; keydown
1774265767.7884386; n; keyup
1774265767.9087794; a; keydown
1774265768.0260365; a; keyup
1774265768.29076; Key.space; keydown
1774265768.3924515; Key.space; keyup
1774265768.5287743; j; keydown
1774265768.6103573; j; keyup
1774265768.6987872; e; keydown
1774265768.774406; e; keyup
1774265768.9147532; s; keydown
1774265769.0004275; s; keyup
1774265769.1126587; t; keydown
1774265769.2065167; t; keyup
1774265769.3867586; Key.space; keydown
1774265769.4839578; Key.space; keyup
1774265769.7865183; b; keydown
1774265769.8659837; b; keyup
1774265769.9042525; a; keydown
1774265770.0404203; a; keyup
1774265770.0924327; r; keydown
1774265770.190245; r; keyup
1774265770.3183405; d; keydown
1774265770.4269466; z; keydown
1774265770.4642282; d; keyup
1774265770.6220021; z; keyup
1774265770.6447828; o; keydown
1774265770.7140205; o; keyup
1774265770.8046114; Key.space; keydown
1774265770.9163983; Key.space; keyup
1774265771.4087844; c; keydown
1774265771.4984477; c; keyup
1774265771.5328865; i; keydown
1774265771.602506; i; keyup
1774265771.6528094; e; keydown
1774265771.7561011; e; keyup
1774265771.800253; k; keydown
1774265771.8924496; k; keyup
1774265771.9283435; a; keydown
1774265772.0445082; a; keyup
1774265772.1588993; w; keydown
1774265772.2745943; w; keyup
1774265772.3808517; a; keydown
1774265772.4739733; a; keyup
1774265772.8484147; .; keydown
1774265772.937942; .; keyup
1774265773.4208071; Key.enter; keydown
1774265773.500563; Key.enter; keyup
1774265775.4289367; Key.shift_r; keydown
1774265775.7408445; P; keydown
1774265775.8365295; P; keyup
1774265775.884576; Key.shift_r; keyup
1774265776.5607557; Key.alt_r; keydown
1774265776.6963332; o; keydown
1774265776.8439722; o; keyup
1774265776.855757; Key.alt_r; keyup
1774265777.076569; Key.alt_r; keydown
1774265777.2826474; x; keydown
1774265777.3422306; x; keyup
1774265777.4986362; Key.alt_r; keyup
1774265777.82443; n; keydown
1774265777.9348578; i; keydown
1774265777.984332; n; keyup
1774265778.0002627; i; keyup
1774265778.0308967; e; keydown
1774265778.194106; e; keyup
1774265778.8523254; j; keydown
1774265778.898759; j; keyup
1774265778.968824; Key.space; keydown
1774265779.0966034; Key.space; keyup
1774265779.2888696; w; keydown
1774265779.4061365; w; keyup
1774265779.5468354; y; keydown
1774265779.6181424; y; keyup
1774265780.6524272; Key.alt_r; keydown
1774265780.8028934; l; keydown
1774265780.914573; l; keyup
1774265781.1205165; a; keydown
1774265781.232585; a; keyup
1774265781.2862275; Key.alt_r; keyup
1774265781.4525535; c; keydown
1774265781.525013; z; keydown
1774265781.5868504; c; keyup
1774265781.6906018; z; keyup
1774265783.524946; Key.backspace; keydown
1774265783.6041996; Key.backspace; keyup
1774265783.7006326; Key.backspace; keydown
1774265783.7745447; Key.backspace; keyup
1774265784.028573; Key.backspace; keydown
1774265784.13821; Key.backspace; keyup
1774265785.246599; Key.backspace; keydown
1774265785.3400655; Key.backspace; keyup
1774265785.4310145; Key.backspace; keydown
1774265785.5545003; Key.backspace; keyup
1774265786.0868037; Key.alt_r; keydown
1774265786.1668684; l; keydown
1774265786.2727096; l; keyup
1774265786.4670026; a; keydown
1774265786.5886674; a; keyup
1774265786.6287568; Key.alt_r; keyup
1774265786.8587468; c; keydown
1774265786.958718; z; keydown
1774265787.0064662; c; keyup
1774265787.0987327; z; keyup
1774265787.2872453; Key.space; keydown
1774265787.4142418; Key.space; keyup
1774265788.411098; Key.backspace; keydown
1774265788.5327327; Key.backspace; keyup
1774265788.7171419; t; keydown
1774265788.8443222; t; keyup
1774265789.1425495; Key.backspace; keydown
1774265789.2602234; Key.backspace; keyup
1774265789.363119; Key.space; keydown
1774265789.5122898; Key.space; keyup
1774265789.572538; t; keydown
1774265789.70475; t; keyup
1774265789.8466935; Key.alt_r; keydown
1774265789.9726095; e; keydown
1774265790.0626862; e; keyup
1774265790.0948317; Key.alt_r; keyup
1774265790.267145; Key.space; keydown
1774265790.3685107; Key.space; keyup
1774265790.4872303; s; keydown
1774265790.5744472; s; keyup
1774265790.6027954; i; keydown
1774265790.6848257; i; keyup
1774265790.734535; e; keydown
1774265790.830779; e; keyup
1774265790.9567804; Key.alt_r; keydown
1774265791.1051342; c; keydown
1774265791.1525757; Key.alt_r; keyup
1774265791.1846452; c; keyup
1774265791.3011386; Key.space; keydown
1774265791.4165275; Key.space; keyup
1774265791.9667149; Key.backspace; keydown
1774265792.1023057; Key.backspace; keyup
1774265792.3012252; ,; keydown
1774265792.4343512; ,; keyup
1774265792.7591681; Key.space; keydown
1774265792.8988218; Key.space; keyup
1774265793.0571673; p; keydown
1774265793.132437; p; keyup
1774265793.1491826; r; keydown
1774265793.2448075; r; keyup
1774265793.4086645; z; keydown
1774265793.5008056; z; keyup
1774265793.6211858; e; keydown
1774265793.6888182; e; keyup
1774265793.7091694; m; keydown
1774265793.8102772; m; keyup
1774265793.9466786; y; keydown
1774265794.0163894; y; keyup
1774265794.698525; Key.alt_r; keydown
1774265794.8145187; s; keydown
1774265794.9408758; s; keyup
1774265794.979017; Key.alt_r; keyup
1774265795.085034; l; keydown
1774265795.146485; l; keyup
1774265795.2787638; Key.space; keydown
1774265795.3966932; Key.space; keyup
1774265795.9868073; b; keydown
1774265796.0771153; b; keyup
1774265796.1546888; Key.alt_r; keydown
1774265796.2544842; l; keydown
1774265796.3441985; l; keyup
1774265796.4864242; a; keydown
1774265796.5962908; a; keyup
1774265796.7202666; Key.alt_r; keyup
1774265796.9931324; d; keydown
1774265797.1164224; d; keyup
1774265798.0465338; ,; keydown
1774265798.1305108; ,; keyup
1774265798.200646; Key.space; keydown
1774265798.2746844; Key.space; keyup
1774265799.0127985; c; keydown
1774265799.1249003; c; keyup
1774265799.1387548; h; keydown
1774265799.2044728; h; keyup
1774265799.641215; Key.alt_r; keydown
1774265799.7686949; l; keydown
1774265799.884391; l; keyup
1774265799.9065218; Key.alt_r; keyup
1774265800.3572185; o; keydown
1774265800.4705207; o; keyup
1774265800.9791346; Key.alt_r; keydown
1774265801.1792269; n; keydown
1774265801.260455; n; keyup
1774265801.3069444; Key.alt_r; keyup
1774265801.7692578; Key.space; keydown
1774265801.8943932; Key.space; keyup
1774265802.2630239; d; keydown
1774265802.3669908; d; keyup
1774265802.4593105; Key.alt_r; keydown
1774265802.5713284; x; keydown
1774265802.6785276; x; keyup
1774265802.7410316; Key.alt_r; keyup
1774265803.0512583; w; keydown
1774265803.1804433; w; keyup
1774265803.2313352; i; keydown
1774265803.292497; i; keyup
1774265803.4311662; Key.alt_r; keydown
1774265803.585607; e; keydown
1774265803.6764503; e; keyup
1774265803.7030537; Key.alt_r; keyup
1774265803.8592114; k; keydown
1774265803.972944; k; keyup
1774265805.0931532; Key.space; keydown
1774265805.2151358; Key.space; keyup
1774265805.3010592; i; keydown
1774265805.3572092; i; keyup
1774265805.4350462; Key.space; keydown
1774265805.5408893; Key.space; keyup
1774265805.8273036; g; keydown
1774265805.9910402; g; keyup
1774265806.2913854; r; keydown
1774265806.3810477; r; keyup
1774265806.6193328; a; keydown
1774265806.7149403; a; keyup
1774265806.9152966; f; keydown
1774265807.008825; f; keyup
1774265807.2993624; Key.backspace; keydown
1774265807.4209912; Key.backspace; keyup
1774265808.4692774; f; keydown
1774265808.5589793; f; keyup
1774265808.659331; i; keydown
1774265808.7229664; i; keyup
1774265808.8053794; c; keydown
1774265808.9015229; z; keydown
1774265808.9730148; c; keyup
1774265809.0813327; n; keydown
1774265809.1009984; z; keyup
1774265809.2090392; n; keyup
1774265809.2294185; e; keydown
1774265809.336545; e; keyup
1774265809.5954082; Key.space; keydown
1774265809.7265458; Key.space; keyup
1774265810.2250059; z; keydown
1774265810.314643; z; keyup
1774265810.417503; a; keydown
1774265810.5270963; a; keyup
1774265810.8351874; Key.alt_r; keydown
1774265811.26153; l; keydown
1774265811.3831549; l; keyup
1774265811.499153; Key.alt_r; keyup
1774265812.07543; Key.backspace; keydown
1774265812.170568; Key.backspace; keyup
1774265812.2834258; Key.backspace; keydown
1774265812.346538; Key.backspace; keyup
1774265812.436857; Key.backspace; keydown
1774265812.5105445; Key.backspace; keyup
1774265812.608831; Key.backspace; keydown
1774265812.6825585; Key.backspace; keyup
1774265812.8208873; Key.backspace; keydown
1774265812.9666204; Key.backspace; keyup
1774265813.3675854; i; keydown
1774265813.4386218; i; keyup
1774265813.4594378; e; keydown
1774265813.554604; e; keyup
1774265813.7849984; Key.space; keydown
1774265813.8871064; Key.space; keyup
1774265814.2808733; z; keydown
1774265814.3684964; z; keyup
1774265814.518868; a; keydown
1774265814.606637; a; keyup
1774265815.1517262; Key.alt_r; keydown
1774265815.2752547; z; keydown
1774265815.3811986; z; keyup
1774265815.817605; l; keydown
1774265815.9393282; l; keyup
1774265816.291253; Key.alt_r; keyup
1774265816.783548; =; keydown
1774265816.9309542; =; keyup
1774265817.243777; Key.backspace; keydown
1774265817.346685; Key.backspace; keyup
1774265817.4594576; Key.backspace; keydown
1774265817.5592573; Key.backspace; keyup
1774265818.611445; Key.alt_r; keydown
1774265818.825037; o; keydown
1774265818.9232829; o; keyup
1774265819.1471753; l; keydown
1774265819.2506557; l; keyup
1774265819.312786; Key.alt_r; keyup
1774265819.7657726; Key.alt_r; keydown
1774265819.9470332; c; keydown
1774265820.0227015; c; keyup
1774265820.0811377; Key.alt_r; keyup
1774265820.7751806; Key.space; keydown
1774265820.8911767; Key.space; keyup
1774265821.0830777; f; keydown
1774265821.1572173; f; keyup
1774265821.2414882; u; keydown
1774265821.3307056; u; keyup
1774265821.553645; z; keydown
1774265821.6666987; z; keyup
1774265821.7336938; j; keydown
1774265821.796707; j; keyup
1774265822.0655444; Key.alt_r; keydown
1774265822.3751798; e; keydown
1774265822.467226; e; keyup
1774265822.5230694; Key.alt_r; keyup
1774265822.7356281; Key.space; keydown
1774265822.8292234; Key.space; keyup
1774265823.293691; p; keydown
1774265823.3852806; p; keyup
1774265823.5010004; r; keydown
1774265823.5845523; r; keyup
1774265823.6451564; o; keydown
1774265823.7406974; o; keyup
1774265823.8451078; j; keydown
1774265823.9067578; j; keyup
1774265823.939234; e; keydown
1774265824.0112898; e; keyup
1774265824.1396618; k; keydown
1774265824.2452462; k; keyup
1774265824.3592675; t; keydown
1774265824.4447832; t; keyup
1774265824.5257943; Key.alt_r; keydown
1774265824.6796172; o; keydown
1774265824.7893305; o; keyup
1774265824.8329237; Key.alt_r; keyup
1774265825.2676277; w; keydown
1774265825.3733199; w; keyup
1774265825.911115; .; keydown
1774265825.9867396; .; keyup
1774265826.135122; Key.enter; keydown
1774265826.2428036; Key.enter; keyup
