1774261688.4042768; Key.shift; keydown
1774261688.536099; W; keydown
1774261688.6133351; Key.shift; keyup
1774261688.645298; w; keyup
1774261688.8113003; Key.space; keydown
1774261688.887359; Key.space; keyup
1774261689.0694768; Key.shift; keydown
1774261689.2055578; S; keydown
1774261689.287358; Key.shift; keyup
1774261689.3091664; s; keyup
1774261689.4955041; z; keydown
1774261689.581391; z; keyup
1774261689.6994526; c; keydown
1774261689.7914917; z; keydown
1774261689.807104; c; keyup
1774261689.8892593; z; keyup
1774261690.0394037; e; keydown
1774261690.1171906; e; keyup
1774261690.4074695; b; keydown
1774261690.4838846; b; keyup
1774261690.5315213; r; keydown
1774261690.623223; r; keyup
1774261691.0815609; z; keydown
1774261691.1912954; z; keyup
1774261691.3036478; e; keydown
1774261691.373243; e; keyup
1774261691.4974513; s; keydown
1774261691.5771651; s; keyup
1774261691.6776123; z; keydown
1774261691.7414765; z; keyup
1774261692.0337734; y; keydown
1774261692.0993726; y; keyup
1774261692.3284597; n; keydown
1774261692.3916717; i; keydown
1774261692.417372; n; keyup
1774261692.4814188; i; keyup
1774261692.5358279; e; keydown
1774261692.6037543; Key.space; keydown
1774261692.6071258; e; keyup
1774261692.6553667; Key.space; keyup
1774261693.0814545; c; keydown
1774261693.1552103; c; keyup
1774261693.2856605; h; keydown
1774261693.3551924; h; keyup
1774261693.557377; r; keydown
1774261693.6480694; r; keyup
1774261693.779841; z; keydown
1774261693.849303; z; keyup
1774261694.3076181; Key.alt_r; keydown
1774261694.449496; a; keydown
1774261694.5173855; a; keyup
1774261694.5492718; Key.alt_r; keyup
1774261694.7315733; s; keydown
1774261694.8052568; s; keyup
1774261694.907718; z; keydown
1774261695.0100572; z; keyup
1774261695.0736377; c; keydown
1774261695.1316087; z; keydown
1774261695.187277; c; keyup
1774261695.2212856; z; keyup
1774261695.4035306; Key.space; keydown
1774261695.455233; Key.space; keyup
1774261695.7616322; b; keydown
1774261695.839374; b; keyup
1774261695.8956034; r; keydown
1774261695.9734974; r; keyup
1774261696.0518136; z; keydown
1774261696.141704; m; keydown
1774261696.1513898; z; keyup
1774261696.2197928; i; keydown
1774261696.2334113; m; keyup
1774261696.3016028; i; keyup
1774261696.3417668; Key.space; keydown
1774261696.403772; Key.space; keyup
1774261696.4342003; w; keydown
1774261696.519398; w; keyup
1774261696.5212688; Key.space; keydown
1774261696.5932074; Key.space; keyup
1774261696.8075998; t; keydown
1774261696.8861418; t; keyup
1774261696.9936137; r; keydown
1774261697.0834806; r; keyup
1774261697.1955667; z; keydown
1774261697.2713315; z; keyup
1774261697.3195684; c; keydown
1774261697.397336; c; keyup
1774261697.3994067; i; keydown
1774261697.485559; n; keydown
1774261697.4992747; i; keyup
1774261697.6152587; n; keyup
1774261697.6174502; i; keydown
1774261697.7019684; i; keyup
1774261697.7177138; e; keydown
1774261697.7811751; e; keyup
1774261698.2735357; .; keydown
1774261698.3234441; .; keyup
1774261698.5357883; Key.enter; keydown
1774261698.6216762; Key.enter; keyup
1774261700.0173974; Key.shift; keydown
1774261700.3956; B; keydown
1774261700.4313743; Key.shift; keyup
1774261700.445334; b; keyup
1774261700.559636; i; keydown
1774261700.6561282; o; keydown
1774261700.6711416; i; keyup
1774261700.7601693; m; keydown
1774261700.7732892; o; keyup
1774261700.8393466; m; keyup
1774261700.9035773; e; keydown
1774261700.983384; e; keyup
1774261701.0945446; t; keydown
1774261701.1676857; t; keyup
1774261701.265653; r; keydown
1774261701.3417723; r; keyup
1774261701.3926055; i; keydown
1774261701.4654188; i; keyup
1774261701.4715536; a; keydown
1774261701.5538332; a; keyup
1774261701.5877407; Key.space; keydown
1774261701.6356313; Key.space; keyup
1774261702.0156052; b; keydown
1774261702.0894585; b; keyup
1774261702.574037; e; keydown
1774261702.6544957; e; keyup
1774261702.7938309; h; keydown
1774261702.8635094; h; keyup
1774261702.9257705; a; keydown
1774261703.0276952; w; keydown
1774261703.039231; a; keyup
