1774729875.0208025; Key.shift; keydown
1774729875.3185952; Key.shift; keyup
1774729875.4464343; w; keydown
1774729875.5897708; w; keyup
1774729875.8200161; Key.space; keydown
1774729875.9463017; Key.space; keyup
1774729876.0417957; Key.shift; keydown
1774729876.2426665; S; keydown
1774729876.3344402; Key.shift; keyup
1774729876.3388603; s; keyup
1774729876.4266012; z; keydown
1774729876.5627325; z; keyup
1774729876.6877508; c; keydown
1774729876.828457; z; keydown
1774729876.8334653; c; keyup
1774729876.9670231; z; keyup
1774729877.08906; e; keydown
1774729877.1806111; e; keyup
1774729877.5586116; b; keydown
1774729877.638695; b; keyup
1774729877.723694; r; keydown
1774729877.8114662; r; keyup
1774729877.9873633; z; keydown
1774729878.0567915; z; keyup
1774729878.144959; e; keydown
1774729878.2367132; e; keyup
1774729878.3752418; s; keydown
1774729878.4869335; s; keyup
1774729878.559821; z; keydown
1774729878.720938; z; keyup
1774729878.8075197; y; keydown
1774729878.8772845; y; keyup
1774729879.0956538; n; keydown
1774729879.133611; n; keyup
1774729879.1618154; i; keydown
1774729879.292554; i; keyup
1774729879.3237548; e; keydown
1774729879.4360662; e; keyup
1774729880.1369047; Key.space; keydown
1774729880.2825997; Key.space; keyup
1774729880.7637558; c; keydown
1774729880.8741946; c; keyup
1774729880.9406428; h; keydown
1774729881.0022788; h; keyup
1774729881.2091641; r; keydown
1774729881.2811794; r; keyup
1774729881.4820921; z; keydown
1774729881.580662; z; keyup
1774729881.8441408; Key.ctrl_l; keydown
1774729881.845719; Key.alt_gr; keydown
1774729882.0458083; ą; keydown
1774729882.1462872; Key.ctrl_l; keyup
1774729882.147219; Key.alt_gr; keyup
1774729882.1632183; a; keyup
1774729882.408722; s; keydown
1774729882.5195544; s; keyup
1774729882.6035645; z; keydown
1774729882.7302616; z; keyup
1774729882.8562074; c; keydown
1774729883.0299997; c; keyup
1774729883.0411053; z; keydown
1774729883.1504545; z; keyup
1774729883.4853985; Key.space; keydown
1774729883.6539428; Key.space; keyup
1774729884.020405; b; keydown
1774729884.1034935; b; keyup
1774729884.28126; r; keydown
1774729884.37229; r; keyup
1774729884.6071463; z; keydown
1774729884.7569587; z; keyup
1774729885.211256; i; keydown
1774729885.2970216; i; keyup
1774729886.174316; Key.backspace; keydown
1774729886.2642744; Key.backspace; keyup
1774729886.604242; m; keydown
1774729886.6655452; m; keyup
1774729886.7588987; i; keydown
1774729886.8407254; i; keyup
1774729887.1050665; Key.space; keydown
1774729887.2901652; Key.space; keyup
1774729887.4455922; w; keydown
1774729887.566594; w; keyup
1774729887.6896174; Key.space; keydown
1774729887.7936094; Key.space; keyup
1774729888.3351598; r; keydown
1774729888.5111985; r; keyup
1774729888.6879356; z; keydown
1774729888.8563163; z; keyup
1774729888.8857684; c; keydown
1774729889.0010629; c; keyup
1774729889.0135565; i; keydown
1774729889.0926409; i; keyup
1774729889.216919; n; keydown
1774729889.2546053; n; keyup
1774729889.3027492; i; keydown
1774729889.4487374; i; keyup
1774729889.9419007; Key.backspace; keydown
1774729890.015396; Key.backspace; keyup
1774729890.126679; Key.backspace; keydown
1774729890.2026162; Key.backspace; keyup
1774729890.2865794; Key.backspace; keydown
1774729890.3535695; Key.backspace; keyup
1774729890.4232206; Key.backspace; keydown
1774729890.4971092; Key.backspace; keyup
1774729890.5706313; Key.backspace; keydown
1774729890.636279; Key.backspace; keyup
1774729890.7101042; Key.backspace; keydown
1774729890.7744293; Key.backspace; keyup
1774729891.3676152; t; keydown
1774729891.4697514; t; keyup
1774729891.6072505; r; keydown
1774729891.7430284; r; keyup
1774729893.136258; z; keydown
1774729893.263822; z; keyup
1774729893.368563; c; keydown
1774729893.4864426; c; keyup
1774729893.6968765; i; keydown
1774729893.7751718; i; keyup
1774729893.8741014; n; keydown
1774729893.9593866; n; keyup
1774729893.9972537; i; keydown
1774729894.100949; i; keyup
1774729894.1187007; e; keydown
1774729894.2163486; e; keyup
1774729894.9182053; .; keydown
1774729895.0002842; .; keyup
1774729895.7114894; Key.enter; keydown
1774729895.7739768; Key.enter; keyup
1774729896.6556659; Key.shift; keydown
1774729896.9590764; B; keydown
1774729897.0445144; B; keyup
1774729897.0572205; Key.shift; keyup
1774729897.149056; i; keydown
1774729897.2306678; i; keyup
1774729897.3284562; o; keydown
1774729897.3812106; o; keyup
1774729897.5249557; m; keydown
1774729897.5962598; m; keyup
1774729897.7297451; e; keydown
1774729897.842762; e; keyup
1774729897.9936023; t; keydown
1774729898.0746188; t; keyup
1774729898.2907228; r; keydown
1774729898.3618352; r; keyup
1774729898.4650564; i; keydown
1774729898.5244262; i; keyup
1774729898.7021577; a; keydown
1774729898.8196418; a; keyup
1774729899.6688151; Key.space; keydown
1774729899.80928; Key.space; keyup
1774729900.139872; Key.shift; keydown
1774729900.2959132; Key.shift; keyup
1774729901.007909; b; keydown
1774729901.0762815; b; keyup
1774729901.230137; e; keydown
1774729901.3192484; e; keyup
1774729901.5302782; h; keydown
1774729901.5916882; h; keyup
1774729901.691036; a; keydown
1774729901.812214; a; keyup
1774729901.9647357; w; keydown
1774729902.0631607; w; keyup
1774729902.1794975; i; keydown
1774729902.2396812; i; keyup
1774729902.357262; o; keydown
1774729902.4219425; o; keyup
1774729902.4272058; r; keydown
1774729902.5042121; r; keyup
1774729902.6238065; a; keydown
1774729902.716338; a; keyup
