1774264360.7404258; Key.shift; keydown
1774264360.8475888; W; keydown
1774264360.9450536; W; keyup
1774264360.946657; Key.shift; keyup
1774264361.0811882; Key.space; keydown
1774264361.1407306; Key.space; keyup
1774264361.2170718; Key.shift; keydown
1774264361.381378; S; keydown
1774264361.4736307; S; keyup
1774264361.5175595; Key.shift; keyup
1774264361.6978676; z; keydown
1774264361.7792518; z; keyup
1774264361.8518765; c; keydown
1774264361.9155283; c; keyup
1774264361.9296095; z; keydown
1774264362.005261; z; keyup
1774264362.1435137; e; keydown
1774264362.177464; e; keyup
1774264362.4077706; b; keydown
1774264362.4677138; b; keyup
1774264362.503823; r; keydown
1774264362.5768912; r; keyup
1774264362.8732445; z; keydown
1774264362.9649582; z; keyup
1774264363.0313265; e; keydown
1774264363.1009734; e; keyup
1774264363.3558495; s; keydown
1774264363.4352293; s; keyup
1774264363.5934126; z; keydown
1774264363.683493; z; keyup
1774264363.8219843; y; keydown
1774264363.8790917; y; keyup
1774264363.9856794; n; keydown
1774264364.0715232; n; keyup
1774264364.1173542; i; keydown
1774264364.189113; i; keyup
1774264364.2216132; e; keydown
1774264364.283574; e; keyup
1774264364.2921596; Key.space; keydown
1774264364.3671696; Key.space; keyup
1774264364.5398753; c; keydown
1774264364.595746; h; keydown
1774264364.6091762; c; keyup
1774264364.6514208; h; keyup
1774264364.9495578; r; keydown
1774264365.001218; r; keyup
1774264365.1014972; z; keydown
1774264365.1914098; z; keyup
1774264366.3920932; Key.alt_r; keydown
1774264366.515445; a; keydown
1774264366.5455482; Key.alt_r; keyup
1774264366.6032403; a; keyup
1774264367.0500019; s; keydown
1774264367.1196542; s; keyup
1774264367.2373512; z; keydown
1774264367.2972722; z; keyup
1774264367.3782287; c; keydown
1774264367.421216; c; keyup
1774264367.4680107; z; keydown
1774264367.5452466; z; keyup
1774264367.5855858; Key.space; keydown
1774264367.651653; Key.space; keyup
1774264368.0660381; b; keydown
1774264368.1378603; b; keyup
1774264368.250036; r; keydown
1774264368.311698; r; keyup
1774264368.4321935; z; keydown
1774264368.5052235; z; keyup
1774264368.791952; m; keydown
1774264368.8715742; m; keyup
1774264369.0679495; i; keydown
1774264369.149261; i; keyup
1774264369.283937; Key.space; keydown
1774264369.3431537; Key.space; keyup
1774264369.3782775; w; keydown
1774264369.433537; w; keyup
1774264369.4597435; Key.space; keydown
1774264369.4952872; Key.space; keyup
1774264369.7457914; t; keydown
1774264369.7995641; t; keyup
1774264369.8976681; r; keydown
1774264369.9551337; r; keyup
1774264370.0257611; z; keydown
1774264370.0955822; z; keyup
1774264370.189491; c; keydown
1774264370.2671633; c; keyup
1774264370.2692318; i; keydown
1774264370.3191843; i; keyup
1774264370.4358144; n; keydown
1774264370.493213; n; keyup
1774264370.5179803; i; keydown
1774264370.583596; i; keyup
1774264370.591993; e; keydown
1774264370.6435287; e; keyup
1774264371.0099924; .; keydown
1774264371.0691984; .; keyup
1774264371.9801695; Key.enter; keydown
1774264372.045722; Key.enter; keyup
1774264373.028109; Key.shift; keydown
1774264373.3875415; B; keydown
1774264373.461258; B; keyup
1774264373.489739; Key.shift; keyup
1774264373.5641744; i; keydown
1774264373.6237793; i; keyup
1774264373.722054; o; keydown
1774264373.775809; o; keyup
1774264373.878018; m; keydown
1774264373.9258378; e; keydown
1774264373.9476202; m; keyup
1774264374.0115685; t; keydown
1774264374.0149288; e; keyup
1774264374.0717785; t; keyup
1774264374.1460035; r; keydown
1774264374.2201536; i; keydown
1774264374.2293098; r; keyup
1774264374.2814202; i; keyup
1774264374.3181984; a; keydown
1774264374.3957188; a; keyup
1774264374.4842126; Key.space; keydown
1774264374.5537498; Key.space; keyup
1774264374.7818499; e; keydown
1774264374.863257; e; keyup
1774264375.133665; Key.backspace; keydown
1774264375.2413538; Key.backspace; keyup
1774264375.3696785; b; keydown
1774264375.437772; b; keyup
1774264375.605737; h; keydown
1774264375.673841; h; keyup
1774264375.8621333; Key.backspace; keydown
1774264375.9277186; Key.backspace; keyup
1774264376.0261304; e; keydown
1774264376.1057615; e; keyup
1774264376.3721466; h; keydown
1774264376.443767; h; keyup
1774264376.486108; a; keydown
1774264376.5818079; a; keyup
1774264376.6597576; w; keydown
1774264376.7578356; w; keyup
1774264376.874176; i; keydown
1774264376.945832; i; keyup
1774264377.0257514; o; keydown
1774264377.1013296; o; keyup
1774264377.1033256; r; keydown
1774264377.1597443; a; keydown
1774264377.1955392; r; keyup
1774264377.2518075; a; keyup
1774264377.265717; l; keydown
1774264377.3293633; l; keyup
1774264377.4460979; n; keydown
1774264377.50784; n; keyup
1774264377.514139; a; keydown
1774264377.5773363; a; keyup
1774264378.2101355; Key.space; keydown
1774264378.2757378; Key.space; keyup
1774264378.432117; j; keydown
1774264378.4856064; j; keyup
1774264378.5897744; e; keydown
1774264378.6398904; s; keydown
1774264378.6801517; e; keyup
1774264378.7318394; s; keyup
1774264378.8196242; t; keydown
1774264378.873199; t; keyup
1774264378.8914208; Key.space; keydown
1774264378.971106; Key.space; keyup
1774264379.0933268; b; keydown
1774264379.1394255; a; keydown
1774264379.167556; b; keyup
1774264379.2077246; r; keydown
1774264379.2320664; a; keyup
1774264379.2735093; r; keyup
1774264379.3921728; d; keydown
1774264379.4299371; z; keydown
1774264379.481573; d; keyup
1774264379.4941647; o; keydown
1774264379.5116014; z; keyup
1774264379.557762; o; keyup
1774264379.6877058; Key.space; keydown
1774264379.7617264; Key.space; keyup
1774264379.7717483; c; keydown
1774264379.865751; c; keyup
1774264379.8998194; i; keydown
1774264379.9552875; i; keyup
1774264379.983523; e; keydown
1774264380.061212; e; keyup
1774264380.0921917; k; keydown
1774264380.155847; k; keyup
1774264380.1574461; a; keydown
1774264380.229762; a; keyup
1774264380.29426; w; keydown
1774264380.386191; a; keydown
1774264380.3915315; w; keyup
1774264380.4633162; a; keyup
1774264380.7494597; .; keydown
1774264380.8072069; .; keyup
1774264381.1236293; Key.enter; keydown
1774264381.1978343; Key.enter; keyup
1774264381.8197458; Key.shift; keydown
1774264382.0081558; P; keydown
1774264382.0698512; P; keyup
1774264382.0758648; Key.shift; keyup
1774264382.6802092; Key.alt_r; keydown
1774264382.7801795; o; keydown
1774264382.847876; o; keyup
1774264382.8638406; Key.alt_r; keyup
1774264383.1062598; Key.alt_r; keydown
1774264383.202405; x; keydown
1774264383.2636354; Key.alt_r; keyup
1774264383.2997885; x; keyup
1774264383.4537134; b; keydown
1774264383.517984; b; keyup
1774264383.634236; u; keydown
1774264383.7016544; u; keyup
1774264383.7861478; e; keydown
1774264383.8244538; h; keydown
1774264383.844248; e; keyup
1774264383.8978379; h; keyup
1774264384.8677468; Key.backspace; keydown
1774264384.923531; Key.backspace; keyup
1774264385.0116024; Key.backspace; keydown
1774264385.069981; Key.backspace; keyup
1774264385.1658182; Key.backspace; keydown
1774264385.2056463; Key.backspace; keyup
1774264385.8241127; Key.backspace; keydown
1774264385.8817527; Key.backspace; keyup
1774264386.084338; n; keydown
1774264386.1675088; n; keyup
1774264386.224239; i; keydown
1774264386.30596; i; keyup
1774264386.3643; e; keydown
1774264386.3940759; j; keydown
1774264386.4115071; e; keyup
1774264386.4580655; j; keyup
1774264386.596282; Key.space; keydown
1774264386.6674466; Key.space; keyup
1774264386.8520813; w; keydown
1774264386.9400275; w; keyup
1774264387.1622996; Key.alt_r; keydown
1774264387.2178102; l; keydown
1774264387.2818394; l; keyup
1774264387.293522; Key.alt_r; keyup
1774264387.6003041; Key.alt_r; keydown
1774264387.6522722; a; keydown
1774264387.731504; Key.alt_r; keyup
1774264387.7358656; a; keyup
1774264387.8102098; c; keydown
1774264387.892255; z; keydown
1774264387.9437122; c; keyup
1774264387.9820209; z; keyup
1774264388.0562127; Key.space; keydown
1774264388.1295936; Key.space; keyup
1774264388.3423355; t; keydown
1774264388.3897758; t; keyup
1774264388.4983318; Key.alt_r; keydown
1774264388.5402992; e; keydown
1774264388.6079407; e; keyup
1774264388.6299965; Key.alt_r; keyup
1774264388.7143233; Key.space; keydown
1774264388.772144; s; keydown
1774264388.7833383; Key.space; keyup
1774264388.8799534; s; keyup
1774264388.9622984; i; keydown
1774264388.9857352; i; keyup
1774264389.058291; e; keydown
1774264389.08774; e; keyup
1774264389.6582956; Key.alt_r; keydown
1774264389.6942217; c; keydown
1774264389.7700162; c; keyup
1774264389.7712266; Key.alt_r; keyup
1774264389.9357438; ,; keydown
1774264390.0160038; ,; keyup
1774264390.212378; Key.space; keydown
1774264390.2675118; Key.space; keyup
1774264390.464374; Key.shift; keydown
1774264390.5759783; Key.shift; keyup
1774264390.68849; p; keydown
1774264390.747625; p; keyup
1774264390.7546725; r; keydown
1774264390.8216226; r; keyup
1774264390.910156; z; keydown
1774264390.9982011; z; keyup
1774264391.0079286; e; keydown
1774264391.0875065; e; keyup
1774264391.1763165; m; keydown
1774264391.2515514; m; keyup
1774264391.282294; y; keydown
1774264391.344015; y; keyup
1774264391.7104235; Key.alt_r; keydown
1774264391.750328; s; keydown
1774264391.805611; Key.alt_r; keyup
1774264391.8220239; s; keyup
1774264392.5820904; l; keydown
1774264392.6338184; l; keyup
1774264392.7667208; Key.space; keydown
1774264392.8174143; Key.space; keyup
1774264393.0444531; b; keydown
1774264393.1183088; b; keyup
1774264393.200398; Key.alt_r; keydown
1774264393.2625139; l; keydown
1774264393.305853; Key.alt_r; keyup
1774264393.3178563; l; keyup
1774264393.4863987; Key.alt_r; keydown
1774264393.546476; a; keydown
1774264393.6081467; Key.alt_r; keyup
1774264393.635877; a; keyup
1774264393.6704514; d; keydown
1774264393.7822251; d; keyup
1774264393.874323; Key.space; keydown
1774264393.9362888; Key.space; keyup
1774264394.3883417; Key.backspace; keydown
1774264394.4680045; Key.backspace; keyup
1774264394.7478812; m; keydown
1774264394.8160787; m; keyup
1774264394.8963873; Key.space; keydown
1774264394.9700432; Key.space; keyup
1774264395.498402; Key.backspace; keydown
1774264395.5740805; Key.backspace; keyup
1774264395.666478; Key.backspace; keydown
1774264395.736249; Key.backspace; keyup
1774264396.1683838; ,; keydown
1774264396.2241554; ,; keyup
1774264396.3466055; Key.space; keydown
1774264396.3998804; Key.space; keyup
1774264396.662516; c; keydown
1774264396.729698; c; keyup
1774264396.9018567; h; keydown
1774264396.9753594; h; keyup
1774264397.0496137; Key.alt_r; keydown
1774264397.0999427; l; keydown
1774264397.1661124; Key.alt_r; keyup
1774264397.1741853; l; keyup
1774264397.7079678; o; keydown
1774264397.765899; o; keyup
1774264397.9925926; Key.alt_r; keydown
1774264398.0365016; n; keydown
1774264398.0896044; n; keyup
1774264398.0913646; Key.alt_r; keyup
1774264398.6738386; Key.space; keydown
1774264398.7394886; Key.space; keyup
1774264398.8178127; d; keydown
1774264398.9035816; d; keyup
1774264399.0886075; Key.alt_r; keydown
1774264399.1381133; x; keydown
1774264399.2101407; Key.alt_r; keyup
1774264399.239808; x; keyup
1774264399.432508; w; keydown
1774264399.5021186; w; keyup
1774264399.561999; i; keydown
1774264399.6222265; i; keyup
1774264399.834082; Key.alt_r; keydown
1774264399.874686; e; keydown
1774264399.9335494; Key.alt_r; keyup
1774264399.9473639; e; keyup
1774264400.6121066; k; keydown
1774264400.684156; k; keyup
1774264400.706519; Key.space; keydown
1774264400.792275; Key.space; keyup
1774264400.8162193; i; keydown
1774264400.8619835; i; keyup
1774264400.8724835; Key.space; keydown
1774264400.948328; Key.space; keyup
1774264401.0279763; g; keydown
1774264401.0715947; g; keyup
1774264401.1979926; r; keydown
1774264401.2739785; a; keydown
1774264401.300026; r; keyup
1774264401.340216; a; keyup
1774264401.5646398; f; keydown
1774264401.6442091; f; keyup
1774264401.6885557; i; keydown
1774264401.7481863; i; keyup
1774264401.7964664; c; keydown
1774264401.8925579; z; keydown
1774264401.918138; c; keyup
1774264401.9725912; n; keydown
1774264401.982194; z; keyup
1774264402.0441024; n; keyup
1774264402.052475; i; keydown
1774264402.1080048; i; keyup
1774264402.1261387; e; keydown
1774264402.192231; e; keyup
1774264402.3010716; Key.space; keydown
1774264402.3561296; Key.space; keyup
1774264402.8940246; z; keydown
1774264402.949897; z; keyup
1774264403.1046379; a; keydown
1774264403.1641867; a; keyup
1774264403.756285; Key.alt_r; keydown
1774264404.348511; z; keydown
1774264404.4237466; Key.alt_r; keyup
1774264404.4441776; z; keyup
1774264405.7265737; Key.alt_r; keydown
1774264405.786527; o; keydown
1774264405.8542309; o; keyup
1774264405.8858476; Key.alt_r; keyup
1774264405.9945803; Key.alt_r; keydown
1774264406.056497; l; keydown
1774264406.148306; Key.alt_r; keyup
1774264406.1522098; l; keyup
1774264406.4147274; Key.alt_r; keydown
1774264406.5025074; c; keydown
1774264406.576312; Key.alt_r; keyup
1774264406.599877; c; keyup
1774264406.708599; Key.space; keydown
1774264406.7599757; Key.space; keyup
1774264406.9106908; f; keydown
1774264407.0098026; f; keyup
1774264407.0246787; u; keydown
1774264407.0517254; u; keyup
1774264407.140577; z; keydown
1774264407.2260938; z; keyup
1774264407.4506721; j; keydown
1774264407.5102608; j; keyup
1774264407.738762; Key.alt_r; keydown
1774264407.7947097; e; keydown
1774264407.8663454; Key.alt_r; keyup
1774264407.8780985; e; keyup
1774264407.956729; Key.space; keydown
1774264408.0017033; Key.space; keyup
1774264408.1721303; p; keydown
1774264408.1796439; o; keydown
1774264408.2001202; p; keyup
1774264408.203962; o; keyup
1774264408.2103071; r; keydown
1774264408.2982259; r; keyup
1774264408.6080554; Key.backspace; keydown
1774264408.6756992; Key.backspace; keyup
1774264408.7485404; Key.backspace; keydown
1774264408.8077502; Key.backspace; keyup
1774264408.880001; r; keydown
1774264408.9397438; r; keyup
1774264409.1126344; o; keydown
1774264409.1617913; o; keyup
1774264409.2608109; j; keydown
1774264409.318441; e; keydown
1774264409.3316104; j; keyup
1774264409.3882363; e; keyup
1774264409.4682372; k; keydown
1774264409.5417664; k; keyup
1774264409.5679708; t; keydown
1774264409.6602273; t; keyup
1774264410.2142932; Key.alt_r; keydown
1774264410.2986188; o; keydown
1774264410.3643105; Key.alt_r; keyup
1774264410.3741174; o; keyup
1774264410.454631; w; keydown
1774264410.534269; w; keyup
1774264410.6506596; .; keydown
1774264410.6961408; .; keyup
1774264411.0987508; Key.enter; keydown
1774264411.176274; Key.enter; keyup
