1774261432.879961; Key.shift; keydown
1774261433.0221422; W; keydown
1774261433.135383; W; keyup
1774261433.1573968; Key.shift; keyup
1774261433.2035055; Key.space; keydown
1774261433.3254488; Key.space; keyup
1774261433.5300467; Key.shift; keydown
1774261433.6296492; S; keydown
1774261433.7236547; S; keyup
1774261433.7397282; Key.shift; keyup
1774261433.8583908; z; keydown
1774261433.9596093; z; keyup
1774261433.989696; c; keydown
1774261434.0981; z; keydown
1774261434.1012833; c; keyup
1774261434.259601; z; keyup
1774261434.2978656; e; keydown
1774261434.3658624; e; keyup
1774261434.6758902; r; keydown
1774261434.7856781; r; keyup
1774261435.0640996; b; keydown
1774261435.1702797; r; keydown
1774261435.1813824; b; keyup
1774261435.2340212; z; keydown
1774261435.2534025; r; keyup
1774261435.3358715; e; keydown
1774261435.3735182; z; keyup
1774261435.4396043; e; keyup
1774261435.6096308; s; keydown
1774261435.697832; z; keydown
1774261435.743602; s; keyup
1774261435.763778; y; keydown
1774261435.811731; z; keyup
1774261435.8715098; y; keyup
1774261435.9380023; c; keydown
1774261436.0733936; c; keyup
1774261436.118231; n; keydown
1774261436.2318392; i; keydown
1774261436.2634606; n; keyup
1774261436.265676; e; keydown
1774261436.3014767; i; keyup
1774261436.3899455; e; keyup
1774261436.3965118; Key.space; keydown
1774261436.4776454; Key.space; keyup
1774261437.1697047; c; keydown
1774261437.2599697; h; keydown
1774261437.3117151; c; keyup
1774261437.3518822; h; keyup
1774261437.5676825; r; keydown
1774261437.6773698; r; keyup
1774261437.929415; z; keydown
1774261438.0418801; z; keyup
1774261438.0957978; Key.alt_r; keydown
1774261438.2756274; a; keydown
1774261438.4035747; a; keyup
1774261438.459589; Key.alt_r; keyup
1774261438.5815775; Key.alt_r; keydown
1774261438.769947; Key.alt_r; keyup
1774261439.2618365; s; keydown
1774261439.3640456; z; keydown
1774261439.3978972; s; keyup
1774261439.4938624; z; keyup
1774261439.5020137; c; keydown
1774261439.6280694; z; keydown
1774261439.6638713; c; keyup
1774261439.7360294; Key.space; keydown
1774261439.7494297; z; keyup
1774261439.8434868; Key.space; keyup
1774261440.861893; Key.backspace; keydown
1774261441.5228474; Key.backspace; keydown
1774261441.5633152; Key.backspace; keydown
1774261441.60424; Key.backspace; keydown
1774261441.6435661; Key.backspace; keydown
1774261441.684359; Key.backspace; keydown
1774261441.7244952; Key.backspace; keydown
1774261441.7651265; Key.backspace; keydown
1774261441.8046293; Key.backspace; keydown
1774261441.8450704; Key.backspace; keydown
1774261441.8852458; Key.backspace; keydown
1774261441.9254863; Key.backspace; keydown
1774261441.9654622; Key.backspace; keydown
1774261442.0055616; Key.backspace; keydown
