1774261537.4963984; Key.shift; keydown
1774261537.6193259; W; keydown
1774261537.7491965; W; keyup
1774261537.7990878; Key.shift; keyup
1774261538.023207; Key.space; keydown
1774261538.156872; Key.space; keyup
1774261538.2052891; s; keydown
1774261538.3251805; s; keyup
1774261538.4353766; z; keydown
1774261538.5510333; z; keyup
1774261538.6933687; Key.backspace; keydown
1774261538.7690847; Key.backspace; keyup
1774261538.8213658; Key.shift; keydown
1774261538.8752573; Key.backspace; keydown
1774261538.9473858; Key.backspace; keyup
1774261539.0295422; S; keydown
1774261539.119136; S; keyup
1774261539.13511; Key.shift; keyup
1774261539.3213391; z; keydown
1774261539.447548; z; keyup
1774261539.5155241; c; keydown
1774261539.5957432; z; keydown
1774261539.6270766; c; keyup
1774261539.7053523; e; keydown
1774261539.733005; z; keyup
1774261539.8351111; e; keyup
1774261540.1693847; b; keydown
1774261540.25564; r; keydown
1774261540.279339; b; keyup
1774261540.3314533; z; keydown
1774261540.3771293; r; keyup
1774261540.4651353; z; keyup
1774261540.561502; y; keydown
1774261540.679031; y; keyup
1774261541.073501; Key.backspace; keydown
1774261541.1250823; Key.backspace; keyup
1774261541.225438; Key.backspace; keydown
1774261541.3869855; Key.backspace; keyup
1774261541.5494242; Key.backspace; keydown
1774261541.619057; Key.backspace; keyup
1774261542.0435116; r; keydown
1774261542.1036584; z; keydown
1774261542.135103; r; keyup
1774261542.231456; e; keydown
1774261542.249233; z; keyup
1774261542.3394232; e; keyup
1774261542.538088; s; keydown
1774261542.599724; z; keydown
1774261542.6714156; s; keyup
1774261542.6732416; y; keydown
1774261542.7274275; z; keyup
1774261542.7456696; y; keyup
1774261542.995436; n; keydown
1774261543.0214293; i; keydown
1774261543.081494; n; keyup
1774261543.093481; e; keydown
1774261543.115135; i; keyup
1774261543.211574; Key.space; keydown
1774261543.2370517; e; keyup
1774261543.3171313; Key.space; keyup
1774261543.4934359; c; keydown
1774261543.5814242; h; keydown
1774261543.6090896; c; keyup
1774261543.6771033; h; keyup
1774261543.7417955; r; keydown
1774261543.84353; z; keydown
1774261543.8852007; r; keyup
1774261543.9890742; z; keyup
1774261544.0197802; Key.alt_r; keydown
1774261544.2734864; a; keydown
1774261544.3932283; a; keyup
1774261544.407166; Key.alt_r; keyup
1774261544.7837734; s; keydown
1774261544.9035006; z; keydown
1774261544.9151058; s; keyup
1774261545.0771022; z; keyup
1774261545.1634195; c; keydown
1774261545.2615576; z; keydown
1774261545.3011477; c; keyup
1774261545.3914478; Key.space; keydown
1774261545.4010317; z; keyup
1774261545.4852638; Key.space; keyup
1774261545.731784; b; keydown
1774261545.8271692; b; keyup
1774261545.853596; r; keydown
1774261545.9330554; r; keyup
1774261546.0515273; z; keydown
1774261546.137623; m; keydown
1774261546.153369; z; keyup
1774261546.201689; i; keydown
1774261546.2792933; m; keyup
1774261546.307178; i; keyup
1774261546.32159; Key.space; keydown
1774261546.3970187; Key.space; keyup
1774261546.439399; w; keydown
1774261546.5654206; Key.space; keydown
1774261546.569094; w; keyup
1774261546.6389732; Key.space; keyup
1774261546.7474525; t; keydown
1774261546.8211722; t; keyup
1774261546.9454055; r; keydown
1774261546.9972157; r; keyup
1774261547.1957917; z; keydown
1774261547.3292189; z; keyup
1774261547.5457797; c; keydown
1774261547.6857727; c; keyup
1774261547.68713; i; keydown
1774261547.7871578; i; keyup
1774261547.9174922; n; keydown
1774261547.9835012; i; keydown
1774261548.0456524; e; keydown
1774261548.0510147; n; keyup
1774261548.0569177; i; keyup
1774261548.1311276; e; keyup
1774261548.2775595; .; keydown
1774261548.3891056; .; keyup
1774261548.471456; Key.enter; keydown
1774261548.5392036; Key.enter; keyup
1774261549.0679398; Key.shift; keydown
1774261549.5296364; B; keydown
1774261549.6373277; B; keyup
1774261549.6553664; Key.shift; keyup
1774261549.753498; i; keydown
1774261549.8116596; o; keydown
1774261549.8653324; i; keyup
1774261549.8850908; o; keyup
1774261549.9695117; m; keydown
1774261550.0500038; e; keydown
1774261550.08129; m; keyup
1774261550.137232; e; keyup
1774261550.1937685; t; keydown
1774261550.253248; t; keyup
1774261550.3395972; r; keydown
1774261550.421809; i; keydown
1774261550.4510655; r; keyup
1774261550.484228; a; keydown
1774261550.5132842; i; keyup
1774261550.5844467; Key.space; keydown
1774261550.6233318; a; keyup
1774261550.6714535; Key.space; keyup
1774261550.7118556; b; keydown
1774261550.7839217; e; keydown
1774261550.81355; b; keyup
1774261550.8833861; e; keyup
1774261551.0155213; h; keydown
1774261551.1313016; h; keyup
1774261551.133289; a; keydown
1774261551.191371; a; keyup
1774261551.2875955; w; keydown
1774261551.3537045; i; keydown
1774261551.3797243; w; keyup
1774261551.4512992; i; keyup
1774261551.541777; o; keydown
1774261551.637381; o; keyup
1774261551.65552; r; keydown
1774261551.7357633; a; keydown
1774261551.767594; r; keyup
1774261551.8376524; a; keyup
1774261551.86946; l; keydown
1774261551.946277; l; keyup
1774261552.0476096; n; keydown
1774261552.113892; a; keydown
1774261552.150181; n; keyup
1774261552.201684; Key.space; keydown
1774261552.2295694; a; keyup
1774261552.303293; Key.space; keyup
1774261552.4235134; j; keydown
1774261552.481514; e; keydown
1774261552.5272233; j; keyup
1774261552.601621; e; keyup
1774261552.6093946; s; keydown
1774261552.6958387; t; keydown
1774261552.7494543; s; keyup
1774261552.7776783; Key.space; keydown
1774261552.7922359; t; keyup
1774261552.8593884; Key.space; keyup
1774261553.0096653; b; keydown
1774261553.079548; a; keydown
1774261553.0890908; b; keyup
1774261553.193519; r; keydown
1774261553.2193694; a; keyup
1774261553.3034847; r; keyup
1774261553.411638; d; keydown
1774261553.5116794; z; keydown
1774261553.5537262; o; keydown
1774261553.5691264; d; keyup
1774261553.613318; z; keyup
1774261553.645746; Key.space; keydown
1774261553.649094; o; keyup
1774261553.7512321; Key.space; keyup
1774261553.8597107; c; keydown
1774261553.9597058; i; keydown
1774261553.9934897; c; keyup
1774261554.0554764; i; keyup
1774261554.0573678; e; keydown
1774261554.1614435; e; keyup
1774261554.2036264; k; keydown
1774261554.2776506; a; keydown
1774261554.2953002; k; keyup
