1774261490.497251; Key.shift; keydown
1774261490.5943155; W; keydown
1774261490.706172; W; keyup
1774261490.7764413; Key.shift; keyup
1774261490.8744361; Key.space; keydown
1774261490.9902282; Key.space; keyup
1774261491.2022011; s; keydown
1774261491.3002307; s; keyup
1774261491.532549; Key.backspace; keydown
1774261491.5844636; Key.shift; keydown
1774261491.6162891; Key.backspace; keyup
1774261491.7067363; S; keydown
1774261491.796464; Key.shift; keyup
1774261491.8326883; s; keyup
1774261491.9865396; z; keydown
1774261492.1105292; z; keyup
1774261492.2446117; c; keydown
1774261492.3331473; z; keydown
1774261492.3606918; c; keyup
1774261492.4467647; z; keyup
1774261492.6003685; e; keydown
1774261492.7263393; e; keyup
1774261493.206741; b; keydown
1774261493.29715; b; keyup
1774261493.3206873; r; keydown
1774261493.3966656; z; keydown
1774261493.4262593; r; keyup
1774261493.5442543; z; keyup
1774261493.6108553; e; keydown
1774261493.7326372; e; keyup
1774261493.9487062; s; keydown
1774261494.0188062; z; keydown
1774261494.1025617; s; keyup
1774261494.1044972; y; keydown
1774261494.1467032; z; keyup
1774261494.19068; y; keyup
1774261494.3647273; n; keydown
1774261494.418618; i; keydown
1774261494.4666944; e; keydown
1774261494.4720364; n; keyup
1774261494.5103467; i; keyup
1774261494.5705826; Key.space; keydown
1774261494.57626; e; keyup
1774261494.6602995; Key.space; keyup
1774261494.7969482; c; keydown
1774261494.9323545; c; keyup
1774261494.9525344; h; keydown
1774261495.0444613; h; keyup
1774261495.2048533; r; keydown
1774261495.2807446; z; keydown
1774261495.3026645; r; keyup
1774261495.3945372; z; keyup
1774261495.4325693; Key.alt_r; keydown
1774261495.5727198; a; keydown
1774261495.7066045; a; keyup
1774261495.880856; Key.alt_r; keyup
1774261496.1032436; Key.backspace; keydown
1774261496.1745417; Key.backspace; keyup
1774261496.5131671; Key.alt_r; keydown
1774261496.6490908; a; keydown
1774261496.7004945; Key.alt_r; keyup
1774261496.7489219; a; keyup
1774261496.9946296; s; keydown
1774261497.0707834; z; keydown
1774261497.1104574; s; keyup
1774261497.2087526; c; keydown
1774261497.212212; z; keyup
1774261497.3228085; z; keydown
1774261497.344815; c; keyup
1774261497.430653; Key.space; keydown
1774261497.446406; z; keyup
1774261497.5129955; Key.space; keyup
1774261497.8412685; b; keydown
1774261497.9124424; b; keyup
1774261497.9651399; r; keydown
1774261498.0294359; z; keydown
1774261498.0684676; r; keyup
1774261498.1249394; m; keydown
1774261498.1543767; z; keyup
1774261498.2029397; i; keydown
1774261498.2563875; m; keyup
1774261498.2943852; i; keyup
1774261498.3247194; Key.space; keydown
1774261498.3905509; Key.space; keyup
1774261498.4326954; w; keydown
1774261498.5565379; w; keyup
1774261498.558598; Key.space; keydown
1774261498.6463861; Key.space; keyup
1774261498.799073; t; keydown
1774261498.8866956; t; keyup
1774261498.973022; r; keydown
1774261499.0388858; r; keyup
1774261499.1890078; c; keydown
1774261499.2811673; i; keydown
1774261499.3384128; c; keyup
1774261499.3903096; i; keyup
1774261499.7248986; Key.backspace; keydown
1774261499.7765005; Key.backspace; keyup
1774261499.8449852; Key.backspace; keydown
1774261499.9287603; Key.backspace; keyup
1774261499.9585986; z; keydown
1774261500.0763853; z; keyup
1774261500.2226806; c; keydown
1774261500.3544831; c; keyup
1774261500.37673; i; keydown
1774261500.4605458; i; keyup
1774261500.6547675; n; keydown
1774261500.7090087; i; keydown
1774261500.7604744; n; keyup
1774261500.7888932; e; keydown
1774261500.7987978; i; keyup
1774261500.8693082; e; keyup
1774261501.1708045; .; keydown
1774261501.245123; .; keyup
1774261501.377222; Key.enter; keydown
1774261501.4225156; Key.enter; keyup
1774261502.0428402; Key.shift; keydown
1774261502.512955; B; keydown
1774261502.5964503; B; keyup
1774261502.6305761; Key.shift; keyup
1774261502.7507734; i; keydown
1774261502.8030045; o; keydown
1774261502.830882; i; keyup
1774261502.8927968; o; keyup
1774261502.9972358; m; keydown
1774261503.0630946; e; keydown
1774261503.1025403; m; keyup
1774261503.1489007; e; keyup
1774261503.2368832; t; keydown
1774261503.2664893; t; keyup
1774261503.3508658; r; keydown
1774261503.4409533; i; keydown
1774261503.4604652; r; keyup
1774261503.5028932; a; keydown
1774261503.5207312; i; keyup
1774261503.6151068; Key.space; keydown
1774261503.6545773; a; keyup
1774261503.7028112; Key.space; keyup
1774261504.0130398; b; keydown
1774261504.0908015; e; keydown
1774261504.114601; b; keyup
1774261504.198572; e; keyup
1774261504.2289834; h; keydown
1774261504.3169544; h; keyup
1774261504.326613; a; keydown
1774261504.4105794; a; keyup
1774261504.5068638; w; keydown
1774261504.6086495; w; keyup
1774261504.6967902; i; keydown
1774261504.7708478; i; keyup
1774261504.8691773; o; keydown
1774261504.9365; o; keyup
1774261505.0129638; r; keydown
1774261505.077253; a; keydown
1774261505.106633; r; keyup
1774261505.178526; a; keyup
1774261505.2670348; l; keydown
1774261505.35051; l; keyup
1774261505.4472823; n; keydown
1774261505.503031; a; keydown
1774261505.5466185; n; keyup
1774261505.5929425; Key.space; keydown
1774261505.636592; a; keyup
1774261505.7128947; Key.space; keyup
1774261505.7247896; j; keydown
1774261505.7749317; e; keydown
1774261505.824719; j; keyup
1774261505.89081; s; keydown
1774261505.894316; e; keyup
1774261505.9890115; t; keydown
1774261506.0185375; s; keyup
1774261506.0651543; Key.space; keydown
1774261506.0946896; t; keyup
1774261506.1605768; Key.space; keyup
1774261506.1951578; b; keydown
1774261506.2796776; a; keydown
1774261506.294543; b; keyup
1774261506.4525352; a; keyup
1774261506.988862; r; keydown
1774261507.1106243; r; keyup
1774261507.2288349; d; keydown
1774261507.2934446; z; keydown
1774261507.346755; o; keydown
1774261507.3652122; d; keyup
1774261507.4211195; z; keyup
1774261507.428769; Key.space; keydown
1774261507.4321158; o; keyup
1774261507.5388727; Key.space; keyup
1774261507.6090977; c; keydown
1774261507.685459; i; keydown
1774261507.7445495; c; keyup
1774261507.790713; i; keyup
1774261507.809325; e; keydown
1774261507.9072678; e; keyup
1774261508.008885; k; keydown
1774261508.0670547; a; keydown
1774261508.092633; k; keyup
1774261508.144532; a; keyup
1774261508.2289217; w; keydown
1774261508.2988565; a; keydown
1774261508.3327453; w; keyup
1774261508.4104965; a; keyup
1774261508.440958; .; keydown
1774261508.5346987; .; keyup
1774261508.650843; Key.enter; keydown
1774261508.7126698; Key.enter; keyup
1774261509.3809783; Key.shift; keydown
1774261509.6948156; P; keydown
1774261509.8070433; P; keyup
1774261509.8085418; Key.shift; keyup
1774261509.9010634; Key.alt_r; keydown
1774261510.0290532; o; keydown
1774261510.116652; o; keyup
1774261510.253081; x; keydown
1774261510.3565404; Key.alt_r; keyup
1774261510.386639; x; keyup
1774261510.4672403; n; keydown
1774261510.519049; i; keydown
1774261510.5905476; n; keyup
1774261510.6065676; i; keyup
1774261510.6086402; e; keydown
1774261510.6845691; e; keyup
1774261510.7049277; j; keydown
1774261510.782597; j; keyup
1774261510.8127186; Key.space; keydown
1774261510.8825336; Key.space; keyup
1774261510.9308589; w; keydown
1774261510.9876404; Key.alt_r; keydown
1774261511.0186765; w; keyup
1774261511.0992846; l; keydown
1774261511.2086556; l; keyup
1774261511.267834; a; keydown
1774261511.4286954; a; keyup
1774261511.4607704; Key.alt_r; keyup
1774261511.7591352; c; keydown
1774261511.8554554; z; keydown
1774261511.9226258; c; keyup
1774261511.934975; Key.space; keydown
1774261511.9686382; z; keyup
1774261512.0448258; Key.space; keyup
1774261512.2288475; t; keydown
1774261512.3326128; t; keyup
1774261512.3588357; Key.alt_r; keydown
1774261512.4811113; e; keydown
1774261512.4885952; Key.alt_r; keyup
1774261512.598589; e; keyup
1774261512.6226506; Key.space; keydown
1774261512.7387571; Key.space; keyup
1774261513.3651621; s; keydown
1774261513.4606166; s; keyup
1774261513.4668667; i; keydown
1774261513.5486183; i; keyup
1774261513.5748837; e; keydown
1774261513.6630356; e; keyup
1774261513.674899; Key.alt_r; keydown
1774261514.0809486; c; keydown
1774261514.2026563; c; keyup
1774261514.260721; Key.alt_r; keyup
1774261514.3712559; ,; keydown
1774261514.4826639; ,; keyup
1774261514.5170372; Key.space; keydown
1774261514.6006293; Key.space; keyup
1774261514.6612542; p; keydown
1774261514.7146516; p; keyup
1774261514.9032583; r; keydown
1774261515.0213802; z; keydown
1774261515.0429723; r; keyup
1774261515.1954184; e; keydown
1774261515.22482; z; keyup
1774261515.316584; e; keyup
1774261515.4729981; m; keydown
1774261515.5789802; m; keyup
1774261515.5867674; y; keydown
1774261515.6667511; y; keyup
1774261515.7210286; Key.alt_r; keydown
1774261515.8969643; s; keydown
1774261515.9870522; s; keyup
1774261516.0466623; Key.alt_r; keyup
1774261516.3769538; l; keydown
1774261516.4547663; l; keyup
1774261517.2051575; Key.space; keydown
1774261517.3070235; Key.space; keyup
1774261517.411253; b; keydown
1774261517.518779; b; keyup
1774261517.6390736; l; keydown
1774261517.7308118; l; keyup
1774261517.941211; Key.backspace; keydown
1774261517.9990323; Key.alt_r; keydown
1774261518.0025234; Key.backspace; keyup
1774261518.141033; l; keydown
1774261518.216533; l; keyup
1774261518.367227; a; keydown
1774261518.4791005; a; keyup
1774261518.502804; Key.alt_r; keyup
1774261518.6350048; d; keydown
1774261518.7807372; d; keyup
1774261518.8111672; ,; keydown
1774261518.9167955; ,; keyup
1774261518.947101; Key.space; keydown
1774261519.0488324; Key.space; keyup
1774261519.1832738; c; keydown
1774261519.2651212; h; keydown
1774261519.320942; c; keyup
1774261519.3349414; h; keyup
1774261519.4291387; Key.alt_r; keydown
1774261519.5713036; l; keydown
1774261519.6508784; l; keyup
1774261519.75716; o; keydown
1774261519.820964; o; keyup
1774261519.8291562; Key.alt_r; keyup
1774261520.1851552; Key.backspace; keydown
1774261520.2508442; Key.backspace; keyup
1774261520.5693731; o; keydown
1774261520.647076; o; keyup
1774261520.757267; Key.alt_r; keydown
1774261520.849105; n; keydown
1774261520.975186; n; keyup
1774261520.9967227; Key.alt_r; keyup
1774261521.1111016; Key.space; keydown
1774261521.2229373; Key.space; keyup
1774261521.413166; d; keydown
1774261521.5187669; d; keyup
1774261521.5374196; Key.alt_r; keydown
1774261521.6590996; x; keydown
1774261521.754723; Key.alt_r; keyup
1774261521.772872; x; keyup
1774261521.933489; w; keydown
1774261522.0172224; i; keydown
1774261522.0569334; w; keyup
1774261522.0908473; i; keyup
1774261522.1070569; Key.alt_r; keydown
1774261522.219785; e; keydown
1774261522.3010263; e; keyup
1774261522.3070076; Key.alt_r; keyup
1774261522.3711221; k; keydown
1774261522.4811165; k; keyup
1774261522.5092402; Key.space; keydown
1774261522.5886917; Key.space; keyup
1774261522.7710667; i; keydown
1774261522.8611326; Key.space; keydown
1774261522.8888173; i; keyup
1774261522.9408193; Key.space; keyup
1774261523.9811957; g; keydown
1774261524.0652826; r; keydown
1774261524.104778; g; keyup
1774261524.1414273; a; keydown
