1774259511.4277442; Key.shift_r; keydown
1774259511.70883; W; keydown
1774259511.788672; Key.shift_r; keyup
1774259511.800631; w; keyup
1774259512.1154594; Key.space; keydown
1774259512.2086246; Key.space; keyup
1774259512.3694015; Key.shift_r; keydown
1774259512.4451134; S; keydown
1774259512.544691; Key.shift_r; keyup
1774259512.5591486; s; keyup
1774259512.623028; z; keydown
1774259512.7248569; z; keyup
1774259512.825198; c; keydown
1774259512.9053602; z; keydown
1774259512.972464; c; keyup
1774259513.0549004; z; keyup
1774259513.1535287; e; keydown
1774259513.2385938; e; keyup
1774259513.4129725; b; keydown
1774259513.486672; b; keyup
1774259513.5409539; r; keydown
1774259513.590935; z; keydown
1774259513.6325035; r; keyup
1774259513.696604; z; keyup
1774259513.7529314; e; keydown
1774259513.8572512; e; keyup
1774259513.971016; s; keydown
1774259514.0347135; z; keydown
1774259514.120616; s; keyup
1774259514.252704; z; keyup
1774259514.3115122; y; keydown
1774259514.3826687; y; keyup
1774259514.5531197; n; keydown
1774259514.6249857; i; keydown
1774259514.7167745; n; keyup
1774259514.7348332; e; keydown
1774259514.774754; i; keyup
1774259514.8247085; e; keyup
1774259514.8269184; Key.space; keydown
1774259514.9126573; Key.space; keyup
1774259515.0975032; c; keydown
1774259515.1768727; h; keydown
1774259515.180562; c; keyup
1774259515.2725487; h; keyup
1774259515.4087763; r; keydown
1774259515.4848883; z; keydown
1774259515.5327654; r; keyup
1774259515.5847492; z; keyup
1774259515.6629543; Key.alt_r; keydown
1774259515.7288954; a; keydown
1774259515.856896; a; keyup
1774259515.8586369; Key.alt_r; keyup
1774259516.1176236; s; keydown
1774259516.210901; z; keydown
1774259516.252717; s; keyup
1774259516.286686; z; keyup
1774259516.334976; c; keydown
1774259516.3969455; z; keydown
1774259516.4688392; c; keyup
1774259516.522675; z; keyup
1774259516.5508199; Key.space; keydown
1774259516.6327205; Key.space; keyup
1774259516.9788864; b; keydown
1774259517.0410173; b; keyup
1774259517.099019; r; keydown
1774259517.1871572; z; keydown
1774259517.2427566; r; keyup
1774259517.2787201; z; keyup
1774259517.3957403; m; keydown
1774259517.445003; i; keydown
1774259517.5328069; m; keyup
1774259517.66304; Key.space; keydown
1774259517.6668913; i; keyup
1774259517.758957; Key.space; keyup
1774259517.8095455; w; keydown
1774259517.8689482; Key.space; keydown
1774259517.9188366; w; keyup
1774259517.949152; Key.space; keyup
1774259518.2951021; t; keydown
1774259518.3771234; t; keyup
1774259518.4890866; r; keydown
1774259518.5650644; z; keydown
1774259518.6031947; r; keyup
1774259518.6688776; z; keyup
1774259518.7832801; c; keydown
1774259518.8850653; i; keydown
1774259518.904566; c; keyup
1774259518.948802; i; keyup
1774259519.09704; n; keydown
1774259519.1889794; i; keydown
1774259519.252888; n; keyup
1774259519.2970247; e; keydown
1774259519.3109396; i; keyup
1774259519.3747118; e; keyup
1774259519.8514853; .; keydown
1774259519.9147723; .; keyup
1774259519.9909363; Key.enter; keydown
1774259520.0448015; Key.enter; keyup
1774259520.9969897; Key.shift_r; keydown
1774259521.1191783; B; keydown
1774259521.1907792; Key.shift_r; keyup
1774259521.2066662; b; keyup
1774259521.3770335; i; keydown
1774259521.4368856; o; keydown
1774259521.5028362; i; keyup
1774259521.5449896; o; keyup
1774259521.6491268; m; keydown
1774259521.7470002; e; keydown
1774259521.7667441; m; keyup
1774259521.846807; e; keyup
1774259521.9030147; t; keydown
1774259521.9947262; t; keyup
1774259522.067441; r; keydown
1774259522.168956; r; keyup
1774259522.199065; i; keydown
1774259522.2970867; a; keydown
