1774731326.9473212; Key.shift; keydown
1774731327.2222993; W; keydown
1774731327.3533206; W; keyup
1774731327.3659253; Key.shift; keyup
1774731327.504992; Key.space; keydown
1774731327.6087518; Key.space; keyup
1774731327.7086906; s; keydown
1774731327.8211212; z; keydown
1774731327.9391205; s; keyup
1774731328.0050025; z; keyup
1774731328.347035; Key.backspace; keydown
1774731328.4116237; Key.backspace; keyup
1774731328.4986258; Key.backspace; keydown
1774731328.5622978; Key.backspace; keyup
1774731328.6421173; Key.shift; keydown
1774731328.9216187; S; keydown
1774731328.9831164; S; keyup
1774731329.0767992; Key.shift; keyup
1774731329.3099492; z; keydown
1774731329.4297554; z; keyup
1774731329.5015476; c; keydown
1774731329.5559373; c; keyup
1774731329.9702973; c; keydown
1774731330.066355; c; keyup
1774731330.0977864; z; keydown
1774731330.194057; z; keyup
1774731330.3862324; Key.backspace; keydown
1774731330.4386227; Key.backspace; keyup
1774731331.093677; Key.backspace; keydown
1774731331.1819718; Key.backspace; keyup
1774731331.2273672; z; keydown
1774731331.3693705; e; keydown
1774731331.416553; z; keyup
1774731331.5190003; e; keyup
1774731331.9601583; b; keydown
1774731332.0455601; b; keyup
1774731332.1886578; r; keydown
1774731332.391263; r; keyup
1774731332.3926; z; keydown
1774731332.5846786; z; keyup
1774731332.7057145; e; keydown
1774731332.8321955; e; keyup
1774731333.2164009; s; keydown
1774731333.3280873; z; keydown
1774731333.390082; s; keyup
1774731333.4927535; z; keyup
1774731333.5363688; y; keydown
1774731333.6229131; y; keyup
1774731334.0040548; n; keydown
1774731334.1013029; i; keydown
1774731334.20523; n; keyup
1774731334.2684667; i; keyup
1774731334.3104882; e; keydown
1774731334.4534364; Key.space; keydown
1774731334.4587905; e; keyup
1774731334.5521052; Key.space; keyup
1774731334.6458468; c; keydown
1774731334.7762783; c; keyup
1774731334.780031; h; keydown
1774731334.8627605; h; keyup
1774731335.0729795; r; keydown
1774731335.1864388; z; keydown
1774731335.2411253; r; keyup
1774731335.294229; Key.ctrl_l; keydown
1774731335.2952647; Key.alt_gr; keydown
1774731335.3303878; ż; keyup
1774731335.5428572; ą; keydown
1774731335.6885514; ą; keyup
1774731335.9064405; ś; keydown
1774731335.982674; ś; keyup
1774731336.093529; Key.ctrl_l; keyup
1774731336.0960183; Key.alt_gr; keyup
1774731336.3444426; Key.backspace; keydown
1774731336.415961; Key.backspace; keyup
1774731336.6217859; s; keydown
1774731336.7415035; z; keydown
1774731336.7961261; s; keyup
1774731336.9090924; z; keyup
1774731336.9927297; c; keydown
1774731337.1091163; z; keydown
1774731337.2043962; c; keyup
1774731337.247273; z; keyup
1774731337.4686515; Key.space; keydown
1774731337.5736856; Key.space; keyup
1774731337.878062; b; keydown
1774731338.0095792; b; keyup
1774731338.1098292; r; keydown
1774731338.2282286; z; keydown
1774731338.3265426; r; keyup
1774731338.405872; z; keyup
1774731338.5064652; m; keydown
1774731338.6325858; i; keydown
1774731338.67724; m; keyup
1774731338.7434251; i; keyup
1774731338.8809972; Key.space; keydown
1774731338.97332; Key.space; keyup
1774731339.1234124; Key.space; keydown
1774731339.206046; Key.space; keyup
1774731339.6215932; Key.backspace; keydown
1774731339.6984136; Key.backspace; keyup
1774731339.862044; w; keydown
1774731340.0531504; w; keyup
1774731340.2041035; Key.space; keydown
1774731340.2856407; Key.space; keyup
1774731340.5455575; t; keydown
1774731340.622098; t; keyup
1774731340.7247832; r; keydown
1774731340.8197951; r; keyup
1774731340.9625597; z; keydown
1774731341.0910988; z; keyup
1774731341.3973317; c; keydown
1774731341.5108616; c; keyup
1774731341.5717819; i; keydown
1774731341.6797311; i; keyup
1774731341.9251738; n; keydown
1774731342.021162; i; keydown
1774731342.1023936; n; keyup
1774731342.1535337; i; keyup
1774731342.2106264; e; keydown
1774731342.31084; e; keyup
1774731342.8811326; .; keydown
1774731342.9467974; .; keyup
1774731343.2260787; Key.enter; keydown
1774731343.3297262; Key.enter; keyup
1774731344.0250309; Key.shift; keydown
1774731344.180898; Key.shift; keyup
1774731344.3053396; Key.shift; keydown
1774731344.394034; B; keydown
1774731344.539038; B; keyup
1774731344.6107295; Key.shift; keyup
1774731344.7784328; i; keydown
1774731344.858727; i; keyup
1774731345.0009754; o; keydown
1774731345.108663; o; keyup
1774731345.1148157; m; keydown
