1774264739.2198126; Key.shift; keydown
1774264739.3509536; W; keydown
1774264739.4425917; Key.shift; keyup
1774264739.4523585; w; keyup
1774264739.559535; Key.space; keydown
1774264739.6692872; Key.space; keyup
1774264739.8937933; c; keydown
1774264739.9589808; z; keydown
1774264740.0348353; c; keyup
1774264740.066772; z; keyup
1774264740.209475; Key.backspace; keydown
1774264740.3212357; Key.backspace; keyup
1774264740.4054902; Key.backspace; keydown
1774264740.5071025; Key.backspace; keyup
1774264740.5472937; Key.shift; keydown
1774264741.129562; S; keydown
1774264741.2653248; S; keyup
1774264741.5012918; Key.shift; keyup
1774264741.6436565; z; keydown
1774264741.7693093; z; keyup
1774264741.770838; c; keydown
1774264741.8892553; z; keydown
1774264741.9267173; c; keyup
1774264742.011256; z; keyup
1774264742.079478; e; keydown
1774264742.1770403; e; keyup
1774264742.5716243; b; keydown
1774264742.6673088; b; keyup
1774264742.6747725; r; keydown
1774264742.7335465; z; keydown
1774264742.784689; r; keyup
1774264742.8588285; z; keyup
1774264743.4352632; e; keydown
1774264743.5146961; e; keyup
1774264743.7335382; s; keydown
1774264743.8178363; z; keydown
1774264743.900669; s; keyup
1774264743.970711; z; keyup
1774264744.0911365; y; keydown
1774264744.1912732; y; keyup
1774264744.3537004; n; keydown
1774264744.4328008; n; keyup
1774264744.5590522; i; keydown
1774264744.6496158; e; keydown
1774264744.655176; i; keyup
1774264744.7375422; Key.space; keydown
1774264744.771033; e; keyup
1774264744.8473063; Key.space; keyup
1774264745.127557; c; keydown
1774264745.2392826; c; keyup
1774264745.2512054; h; keydown
1774264745.353271; h; keyup
1774264745.5431373; r; keydown
1774264745.6727965; r; keyup
1774264745.7372415; a; keydown
1774264745.823246; a; keyup
1774264746.151605; Key.backspace; keydown
1774264746.2492526; Key.backspace; keyup
1774264746.2996173; z; keydown
1774264746.386732; z; keyup
1774264746.5016437; a; keydown
1774264746.568753; a; keyup
1774264747.037501; Key.backspace; keydown
1774264747.119259; Key.backspace; keyup
1774264747.2115595; Key.alt_r; keydown
1774264747.3112125; a; keydown
1774264747.3833094; a; keyup
1774264747.4187803; Key.alt_r; keyup
1774264747.5971506; s; keydown
1774264747.685682; z; keydown
1774264747.728772; s; keyup
1774264747.822646; z; keyup
1774264747.9495368; c; keydown
1774264748.015317; z; keydown
1774264748.0692875; c; keyup
1774264748.1652436; z; keyup
1774264748.5057063; Key.space; keydown
1774264748.613341; Key.space; keyup
1774264748.7719579; b; keydown
1774264748.8572364; b; keyup
1774264748.88531; r; keydown
1774264748.9471354; z; keydown
1774264749.0093813; r; keyup
1774264749.0607226; z; keyup
1774264749.1214797; m; keydown
1774264749.1688962; m; keyup
1774264749.2857327; i; keydown
1774264749.3793726; i; keyup
1774264749.3892457; Key.space; keydown
1774264749.4872296; Key.space; keyup
1774264749.5011165; w; keydown
1774264749.6257114; Key.space; keydown
1774264749.6508222; w; keyup
1774264749.731398; Key.space; keyup
1774264749.9850075; t; keydown
1774264750.0671604; t; keyup
1774264750.0831187; r; keydown
1774264750.16105; z; keydown
1774264750.224736; r; keyup
1774264750.3068006; z; keyup
1774264750.3975217; c; keydown
1774264750.5087736; c; keyup
1774264750.5451818; i; keydown
1774264750.624985; i; keyup
1774264750.7331467; n; keydown
1774264750.8313901; n; keyup
1774264750.9433193; i; keydown
1774264751.0434523; i; keyup
1774264751.0449846; e; keydown
1774264751.118786; e; keyup
1774264752.0718775; .; keydown
1774264752.0907602; .; keyup
1774264752.2335694; Key.enter; keydown
1774264752.2988837; Key.enter; keyup
1774264752.917584; Key.shift; keydown
1774264753.4377859; B; keydown
1774264753.5232568; B; keyup
1774264753.583312; Key.shift; keyup
1774264753.6918182; i; keydown
1774264753.768881; i; keyup
1774264753.9217334; m; keydown
1774264753.9690447; m; keyup
1774264754.0012732; m; keydown
1774264754.072876; m; keyup
1774264754.3131983; Key.backspace; keydown
1774264754.405451; Key.backspace; keyup
1774264754.489318; Key.backspace; keydown
1774264754.5832312; Key.backspace; keyup
1774264754.6953633; o; keydown
1774264754.8009956; o; keyup
1774264754.9533823; m; keydown
1774264755.0327399; m; keyup
1774264755.1032143; e; keydown
1774264755.2048237; e; keyup
1774264755.3308997; t; keydown
1774264755.4488747; r; keydown
1774264755.502921; t; keyup
1774264755.5528085; r; keyup
1774264755.5938258; i; keydown
1774264755.6988318; i; keyup
1774264755.7298284; a; keydown
1774264755.8732677; Key.space; keydown
1774264755.8866622; a; keyup
1774264755.9792588; Key.space; keyup
1774264756.3292365; b; keydown
1774264756.418936; b; keyup
1774264756.4371595; e; keydown
1774264756.5268943; e; keyup
1774264756.6712286; h; keydown
1774264756.7508023; h; keyup
1774264756.7769864; w; keydown
1774264756.9292028; a; keydown
1774264756.9427447; w; keyup
1774264757.0748448; a; keyup
1774264757.2190275; Key.backspace; keydown
1774264757.3207965; Key.backspace; keyup
1774264757.4451597; Key.backspace; keydown
1774264757.4733815; a; keydown
1774264757.5230265; Key.backspace; keyup
1774264757.5388432; a; keyup
1774264757.8837638; w; keydown
1774264757.9894547; w; keyup
1774264758.045572; i; keydown
1774264758.139658; i; keyup
1774264758.5772057; r; keydown
1774264758.64935; r; keyup
1774264758.8832183; Key.backspace; keydown
1774264758.9868107; Key.backspace; keyup
1774264759.1318257; o; keydown
1774264759.216871; o; keyup
1774264759.2297373; r; keydown
1774264759.308957; r; keyup
1774264759.39519; a; keydown
1774264759.4870186; a; keyup
1774264759.6012094; l; keydown
1774264759.6691427; l; keyup
1774264759.8398666; n; keydown
1774264759.9408398; n; keyup
1774264759.9630058; a; keydown
1774264760.0773447; Key.space; keydown
1774264760.1071975; a; keyup
1774264760.167013; Key.space; keyup
