1774264800.9253974; Key.shift; keydown
1774264801.1763864; W; keydown
1774264801.2620819; Key.shift; keyup
1774264801.2721343; w; keyup
1774264801.3303576; Key.space; keydown
1774264801.4360464; Key.space; keyup
1774264801.9460382; z; keydown
1774264802.015444; z; keyup
1774264802.336439; Key.alt_r; keydown
1774264802.4236784; Key.alt_r; keyup
1774264802.540311; Key.backspace; keydown
1774264802.6255898; Key.backspace; keyup
1774264802.7319505; Key.alt_r; keydown
1774264802.9022796; s; keydown
1774264803.0040116; z; keydown
1774264803.0260296; Key.alt_r; keyup
1774264803.055971; s; keyup
1774264803.1176155; z; keyup
1774264803.210604; c; keydown
1774264803.3065317; z; keydown
1774264803.356116; c; keyup
1774264803.379576; z; keyup
1774264803.466292; Key.backspace; keydown
1774264803.5401669; Key.backspace; keyup
1774264803.6346424; Key.backspace; keydown
1774264803.702137; Key.backspace; keyup
1774264803.8045628; Key.backspace; keydown
1774264803.8942692; Key.backspace; keyup
1774264804.0184138; Key.backspace; keydown
1774264804.1060917; Key.backspace; keyup
1774264804.1284342; Key.shift; keydown
1774264804.28043; S; keydown
1774264804.3956573; S; keyup
1774264804.4181762; Key.shift; keyup
1774264804.4260428; Key.alt_r; keydown
1774264804.6022303; Key.alt_r; keyup
1774264804.6564507; c; keydown
1774264804.7520332; z; keydown
1774264804.8296807; c; keyup
1774264804.924144; z; keyup
1774264805.1780446; Key.backspace; keydown
1774264805.236185; Key.backspace; keyup
1774264805.3283687; Key.backspace; keydown
1774264805.4162793; Key.backspace; keyup
1774264805.4259713; z; keydown
1774264805.5344524; c; keydown
1774264805.5479004; z; keyup
1774264805.6485672; z; keydown
1774264805.683773; c; keyup
1774264805.7757235; z; keyup
1774264805.8466508; e; keydown
1774264805.93219; e; keyup
1774264806.426566; b; keydown
1774264806.5158; b; keyup
1774264806.5325637; r; keydown
1774264806.5964034; z; keydown
1774264806.650236; r; keyup
1774264806.7183783; z; keyup
1774264806.7764435; e; keydown
1774264806.869782; e; keyup
1774264807.2158914; s; keydown
1774264807.259873; z; keydown
1774264807.4176226; s; keyup
1774264807.4423413; z; keyup
1774264807.5578988; y; keydown
