1774266499.0041916; Key.shift; keydown
1774266499.4994195; W; keydown
1774266499.5370514; W; keyup
1774266499.5850208; Key.shift; keyup
1774266499.7452939; Key.space; keydown
1774266499.813412; Key.space; keyup
1774266499.895824; Key.shift; keydown
1774266500.0358226; S; keydown
1774266500.0795124; S; keyup
1774266500.0850017; Key.shift; keyup
1774266500.1534975; z; keydown
1774266500.2514248; z; keyup
1774266500.3737528; c; keydown
1774266500.425163; c; keyup
1774266500.5013404; z; keydown
1774266500.5851693; z; keyup
1774266500.7717903; e; keydown
1774266500.8129585; e; keyup
1774266500.9557076; b; keydown
1774266501.0049925; b; keyup
1774266501.1914809; r; keydown
1774266501.2392075; r; keyup
1774266501.253596; z; keydown
1774266501.3068428; z; keyup
1774266501.4272282; e; keydown
1774266501.4991677; e; keyup
1774266501.635618; s; keydown
1774266501.665244; s; keyup
1774266501.783344; z; keydown
1774266501.8454425; z; keyup
1774266501.8515046; y; keydown
1774266501.9071052; y; keyup
1774266502.0232704; n; keydown
1774266502.0732644; i; keydown
1774266502.10498; n; keyup
1774266502.1654353; i; keyup
1774266502.1877873; e; keydown
1774266502.2369688; e; keyup
1774266502.2619812; Key.space; keydown
1774266502.3309777; Key.space; keyup
1774266502.4952133; Key.shift; keydown
1774266502.7969213; Key.shift; keyup
1774266503.3255074; c; keydown
1774266503.411098; c; keyup
1774266503.5853255; h; keydown
1774266503.625194; h; keyup
1774266503.9217484; r; keydown
1774266503.9651718; r; keyup
1774266504.1717234; Key.alt_r; keydown
1774266504.385233; Key.alt_r; keyup
1774266504.6195602; z; keydown
1774266504.6652284; z; keyup
1774266504.737137; Key.alt_r; keydown
1774266504.8376534; a; keydown
1774266504.9453611; a; keyup
1774266504.9588466; Key.alt_r; keyup
1774266505.1778138; s; keydown
1774266505.2413619; s; keyup
1774266505.35571; z; keydown
1774266505.4372163; z; keyup
1774266505.5830455; c; keydown
1774266505.6387973; c; keyup
1774266505.7030754; z; keydown
1774266505.7867486; z; keyup
1774266505.7928112; Key.space; keydown
1774266505.8307123; Key.space; keyup
1774266506.4611795; b; keydown
1774266506.5051625; b; keyup
1774266506.6557615; r; keydown
1774266506.7227626; r; keyup
1774266506.8637414; z; keydown
1774266506.9435613; m; keydown
1774266506.9609578; z; keyup
