1774266667.390677; Key.shift; keydown
1774266667.6180987; W; keydown
1774266667.6596565; W; keyup
1774266667.6778665; Key.shift; keyup
1774266668.3360445; Key.backspace; keydown
1774266668.375537; Key.backspace; keyup
1774266668.6521814; Key.shift; keydown
1774266668.9482398; W; keydown
1774266668.989224; W; keyup
1774266669.001291; Key.shift; keyup
1774266669.2396357; s; keydown
1774266669.2872565; s; keyup
1774266669.3940353; z; keydown
1774266669.443305; z; keyup
1774266669.5462384; a; keydown
1774266669.6196861; a; keyup
1774266671.0193596; Key.backspace; keydown
1774266671.0572221; Key.backspace; keyup
1774266671.155658; Key.backspace; keydown
1774266671.2032328; Key.backspace; keyup
1774266671.2935448; Key.backspace; keydown
1774266671.3452256; Key.backspace; keyup
1774266671.539638; Key.space; keydown
1774266671.5771358; Key.space; keyup
1774266671.818011; Key.shift; keydown
1774266672.1135678; S; keydown
1774266672.129306; Key.shift; keyup
1774266672.1574848; s; keyup
1774266672.557693; z; keydown
1774266672.6011102; z; keyup
1774266672.6893775; c; keydown
1774266672.7288742; c; keyup
1774266672.7931914; z; keydown
1774266672.8749413; z; keyup
1774266674.2934806; e; keydown
1774266674.3529568; e; keyup
1774266674.5692897; b; keydown
1774266674.6089454; b; keyup
1774266674.8054218; r; keydown
1774266674.8506906; r; keyup
1774266674.8691323; z; keydown
1774266674.9414532; z; keyup
1774266675.0636537; e; keydown
1774266675.1332946; e; keyup
1774266675.2238643; c; keydown
1774266675.2673802; c; keyup
1774266675.339953; z; keydown
1774266675.4135704; z; keyup
1774266675.9155035; Key.backspace; keydown
1774266675.9830232; Key.backspace; keyup
1774266676.0392864; Key.backspace; keydown
1774266676.1109712; Key.backspace; keyup
1774266676.1493676; s; keydown
1774266676.215039; s; keyup
1774266676.339463; z; keydown
1774266676.4035392; z; keyup
1774266676.6718562; y; keydown
1774266676.7133315; y; keyup
1774266676.893827; n; keydown
1774266676.929531; i; keydown
1774266676.957349; n; keyup
1774266677.0052502; i; keyup
1774266677.0416906; e; keydown
1774266677.0812335; e; keyup
1774266677.1075795; Key.space; keydown
1774266677.163243; Key.space; keyup
1774266677.2778225; c; keydown
1774266677.3154805; c; keyup
1774266677.3779006; h; keydown
1774266677.4211824; h; keyup
1774266677.4718695; c; keydown
1774266677.5252213; c; keyup
1774266677.8174584; Key.backspace; keydown
1774266677.8914826; Key.backspace; keyup
1774266677.9298236; r; keydown
1774266677.9935496; r; keyup
1774266678.128139; z; keydown
1774266678.2230482; z; keyup
1774266678.4339728; Key.alt_r; keydown
1774266678.727822; a; keydown
1774266678.819495; a; keyup
1774266678.8250482; Key.alt_r; keyup
1774266678.9173841; Key.alt_r; keydown
1774266679.107531; Key.alt_r; keyup
1774266679.2857862; s; keydown
1774266679.3515925; s; keyup
1774266679.4616072; z; keydown
1774266679.5234613; z; keyup
1774266679.6620858; c; keydown
1774266679.7255583; c; keyup
1774266679.809898; z; keydown
1774266679.899164; z; keyup
1774266679.9233603; Key.space; keydown
1774266679.9689817; Key.space; keyup
1774266680.1095622; b; keydown
1774266680.1571143; b; keyup
1774266680.2738411; r; keydown
1774266680.3415253; r; keyup
1774266680.493624; z; keydown
1774266680.5574884; m; keydown
1774266680.5872254; z; keyup
1774266680.61747; m; keyup
1774266680.6841154; i; keydown
1774266680.741506; i; keyup
1774266680.8195426; Key.space; keydown
1774266680.8672636; Key.space; keyup
1774266680.893854; w; keydown
1774266680.9433603; w; keyup
1774266681.0098243; Key.space; keydown
1774266681.0550373; Key.space; keyup
1774266681.291857; t; keydown
1774266681.34118; t; keyup
1774266681.4392364; r; keydown
1774266681.4893217; r; keyup
1774266681.509779; z; keydown
1774266681.5889928; z; keyup
1774266681.9355664; c; keydown
1774266682.0014706; c; keyup
1774266682.037518; i; keydown
1774266682.091286; i; keyup
1774266682.2157845; n; keydown
1774266682.279778; i; keydown
1774266682.3130634; n; keyup
1774266682.3413355; e; keydown
1774266682.3690078; i; keyup
1774266682.4031675; e; keyup
1774266682.4417691; Key.space; keydown
1774266682.495491; Key.space; keyup
1774266682.665659; Key.enter; keydown
1774266682.7334688; Key.enter; keyup
1774266683.3838706; Key.shift; keydown
1774266683.8812726; B; keydown
1774266683.9570491; B; keyup
